First Name,Last Name,Network Provider,Total Data (GB),Age
Jessica,Singh,Sprint,0.331774004,93
Erin,Baker,Verizon,0.947531275,69
Valerie,Mcgee,T-Mobile,3.81160252,46
Briana,Young,Sprint,2.827738035,91
Crystal,Morton,T-Mobile,4.439347374,19
Nicole,Allen,Sprint,3.198450525,83
Sara,Myers,Verizon,3.648361697,62
Garrett,Campbell,AT&T,4.735075485,78
Lisa,Johnson,Verizon,0.471240398,57
Debbie,Miller,AT&T,1.17837136,42
Emily,Hughes,Sprint,3.686153206,19
Scott,Peterson,Sprint,0.804188412,47
Steven,Herrera,AT&T,3.784133879,36
Michael,Wilson,Verizon,4.957726802,40
Frank,Larsen,Verizon,5.244690342,44
Jill,Weber,AT&T,3.620458006,20
Danielle,Cobb,Sprint,4.621962475,47
Pamela,Dillon,AT&T,1.320757381,37
Suzanne,Smith,Sprint,2.812511053,71
Timothy,Morris,AT&T,2.236370976,76
Kayla,May,Sprint,1.857255877,43
Melissa,Hoover,AT&T,0.099503888,33
David,Campbell,T-Mobile,5.148182942,49
Tammy,Li,Sprint,4.351401783,98
Michelle,Logan,Verizon,3.520728383,89
Rachael,Bailey,AT&T,0.804167315,57
Brian,Tran,Verizon,2.354805497,24
Kelly,Wagner,AT&T,5.034597041,87
Matthew,Morales,Verizon,3.719463439,21
Brenda,Bates,Verizon,3.913203119,38
Dawn,Smith,AT&T,4.893137324,99
Heather,Jackson,AT&T,3.157373831,84
Maria,Koch,Verizon,3.305142368,68
Robert,PhD,Verizon,2.529245466,90
Michelle,Brown,Verizon,2.005260399,89
Margaret,Mullins,Sprint,3.705203851,67
Eric,Orozco,Sprint,2.308472089,84
Kristi,Blake,T-Mobile,2.776486517,24
Anna,Rubio,Sprint,1.687998572,80
Lori,Brock,Sprint,1.481789667,19
Michelle,Henderson,AT&T,2.434946044,83
Dean,Maldonado,T-Mobile,1.402384009,63
Margaret,Evans,T-Mobile,4.871808041,84
Ronald,Jackson,Sprint,1.934265148,33
Christine,Rasmussen,AT&T,3.048932901,19
Kathleen,Rogers,AT&T,2.239150468,19
Paige,Villanueva,T-Mobile,1.348676898,78
Daniel,Parker,AT&T,2.478412043,42
Jennifer,Snow,Verizon,4.55496841,32
Jordan,Garcia,Sprint,2.402867822,64
Justin,Peters,Verizon,4.19817012,74
Ashley,Raymond,T-Mobile,1.148742468,57
Brett,Taylor,T-Mobile,0.413162339,90
Steven,Campbell,AT&T,4.274965313,66
Jeffrey,Barnes,AT&T,3.176377737,63
Mrs.,Decker,T-Mobile,2.622552171,48
Rhonda,Carter,T-Mobile,2.321309303,99
Nicholas,Santana,Verizon,0.657380324,64
Angela,Ward,Verizon,2.836337994,82
William,White,AT&T,4.45984115,68
Jennifer,Holland,Verizon,1.116301159,43
Mary,MD,AT&T,5.281105732,91
Jennifer,Arnold,AT&T,1.89042963,32
Tracy,Powell,Sprint,2.90733841,58
Sarah,King,AT&T,0.62024336,49
Danielle,Peterson,Verizon,2.846997755,80
Eric,Keller,T-Mobile,0.781494465,36
Colton,Thompson,T-Mobile,0.648180733,97
Morgan,Barry,Verizon,4.877371555,26
Katie,Skinner,T-Mobile,3.837269552,37
Tracy,Bryan,AT&T,3.68212121,77
Laura,Beard,T-Mobile,1.353638424,69
Ashley,Smith,Verizon,5.258662357,84
Destiny,Roberts,T-Mobile,2.870299925,28
Kathy,Cook,AT&T,4.395495222,65
Tara,Cook,AT&T,0.612792978,50
Sharon,Fuller,Verizon,2.003659138,80
Kenneth,Allen,Verizon,5.444270452,48
David,Mccall,Verizon,2.184846306,73
Bryan,Nichols,Sprint,5.29415622,32
Nicholas,Cameron,Sprint,2.094117583,26
Amber,Mitchell,AT&T,3.493794591,86
Jeremy,Mora,Sprint,4.197357822,26
David,Hayes,Sprint,3.226459555,73
Teresa,Richardson,T-Mobile,3.664704796,57
Alison,Cunningham,Sprint,1.908832399,97
Donald,Carrillo,T-Mobile,1.121661586,27
Ashley,Arroyo,Verizon,1.98447703,94
Nicole,Castro,T-Mobile,3.246730773,66
Harold,Perez,T-Mobile,4.576066827,44
Sandra,King,Verizon,2.413470259,70
Kristin,Mccarthy,Verizon,3.465816617,25
Angela,Adams,AT&T,4.600437381,58
Julie,Jackson,AT&T,1.586897247,61
Toni,Sullivan,AT&T,4.987040289,18
Bryan,Torres,AT&T,5.533389009,71
Jason,Smith,T-Mobile,0.56850579,66
Suzanne,Roberts,T-Mobile,1.25785169,25
Darlene,Patel,AT&T,0.511422246,71
Stacie,Murphy,Sprint,4.150972007,32
Jonathan,Sellers,AT&T,1.101557907,84
Brent,Russell,Sprint,3.689012465,52
Dean,DDS,Verizon,2.980070063,46
Lawrence,White,T-Mobile,4.988913016,36
James,Gutierrez,T-Mobile,4.719072232,42
Elizabeth,Smith,Sprint,5.641776602,29
Rebecca,Owens,AT&T,1.481252969,42
Mary,Thompson,T-Mobile,1.302857196,25
Robert,Robinson,Sprint,0.7143176,56
William,Dennis,Verizon,2.844049718,75
Victoria,Medina,Verizon,2.316214243,85
Adam,Clark,T-Mobile,5.68354832,85
Jeffrey,Anderson,AT&T,4.656846363,72
Heather,Yoder,Sprint,1.811300194,39
George,Mata,T-Mobile,4.271438635,36
Grant,Stark,Verizon,1.363305686,99
Robert,Deleon,AT&T,1.161889574,54
Kimberly,Mcpherson,Sprint,4.87141901,27
Tammy,Carpenter,T-Mobile,5.001662747,40
Stephanie,Holmes,Sprint,1.383486202,58
Jessica,Barr,AT&T,4.831715848,46
Stephanie,Wall,AT&T,4.229615098,48
Kathy,Hamilton,Verizon,0.756955632,34
Kevin,Mccarthy,AT&T,1.907461739,30
Robert,Baker,T-Mobile,4.050748166,59
Shawn,White,Sprint,4.648019366,92
Roberta,Lane,AT&T,1.856431803,81
Phillip,Carr,AT&T,1.455134064,41
Brandy,Elliott,T-Mobile,3.78858534,22
Scott,Golden,Sprint,3.677761708,73
Joshua,Blackburn,Sprint,3.017411037,43
Dr.,DVM,Verizon,0.97406584,86
Kathy,Petty,Verizon,4.2828742,79
Amanda,Sanchez,Sprint,3.731904378,78
Lauren,Perkins,T-Mobile,5.205139226,32
Keith,Clayton,T-Mobile,4.7976181,51
Donald,Reyes,Verizon,4.296862473,32
Catherine,Hunter,AT&T,4.940782906,89
Omar,Lin,T-Mobile,4.929073306,51
Connie,Russo,AT&T,3.443267346,21
John,Moreno,T-Mobile,4.257127695,55
Lauren,PhD,Sprint,3.477039774,84
Monica,Walker,Verizon,3.986501093,57
Catherine,Foley,AT&T,0.19689961,27
Katrina,Walker,AT&T,2.631033913,21
Jacqueline,Daniels,Sprint,1.407052706,62
John,Mejia,T-Mobile,2.017116104,43
Craig,Foster,AT&T,0.522483061,98
Roy,Buck,T-Mobile,5.052392988,72
Brenda,Ross,Sprint,2.848075118,49
Joseph,Brown,Verizon,1.803257211,100
Dean,Turner,AT&T,3.418011344,30
Mrs.,Fox,T-Mobile,1.405307053,63
Hailey,Stewart,AT&T,4.757703003,100
Alexandra,Bridges,T-Mobile,2.485783079,27
Derek,Gutierrez,T-Mobile,2.204502252,82
Jeremy,Davis,T-Mobile,5.109277675,58
Christopher,Allison,Sprint,3.340626993,81
Jennifer,Day,Verizon,5.01468314,35
Douglas,Wilson,AT&T,2.719805854,88
Courtney,Ramos,Verizon,2.402520718,93
Matthew,Little,T-Mobile,2.815925924,79
Alicia,Cross,T-Mobile,0.912391167,80
Nicholas,Evans,Verizon,1.378406295,97
David,Garner,Verizon,1.424368171,38
Sierra,Armstrong,AT&T,4.34463515,91
Jeffrey,Ali,T-Mobile,4.342703266,25
Michelle,Thomas,Verizon,1.556413703,84
Jason,Webb,Sprint,1.540644024,40
Sandra,Weber,T-Mobile,5.432965667,60
Michelle,Roberts,T-Mobile,1.327156062,37
Juan,Bell,AT&T,3.155646946,38
Karen,Lee,Sprint,2.783938445,83
Heather,Obrien,AT&T,4.482796997,21
Alexis,Guzman,Sprint,2.175343732,52
Alyssa,Pham,AT&T,4.813537647,51
Wendy,Cross,Sprint,2.13576471,30
Angela,Berry,Sprint,1.865780398,47
Brian,Moore,Sprint,2.34095374,47
Donna,Rodriguez,Verizon,1.913877271,64
Robert,Austin,T-Mobile,1.516382988,65
Tiffany,Lopez,Sprint,4.956082268,45
Darin,Wilkins,Verizon,1.764919728,84
Jonathan,Thompson,Verizon,4.741496588,96
Megan,Berger,AT&T,2.532068622,69
Collin,Garza,T-Mobile,2.283839773,66
Alyssa,Jones,T-Mobile,1.307923989,100
Ronald,Wu,AT&T,2.775972222,39
Lori,Mcclain,T-Mobile,4.066825114,82
Kimberly,Hill,AT&T,4.668904001,52
Jessica,Nguyen,Verizon,4.016755665,77
Randy,Walters,Verizon,2.488974199,70
Pam,Fields,Sprint,0.327983549,99
Michael,Taylor,AT&T,5.35514973,59
Morgan,Webb,Verizon,4.943488196,24
Rebecca,Bowen,Verizon,2.584253039,91
Timothy,Day,AT&T,0.416755452,45
Valerie,Reyes,Verizon,3.764444243,18
Chad,Bauer,T-Mobile,4.69279791,68
Anthony,Smith,Verizon,3.027581083,68
Jacob,Lawrence,AT&T,2.446009248,76
Danny,Shelton,T-Mobile,4.199999732,96
Laurie,Harrington,T-Mobile,1.362283388,89
Jerry,Moore,Verizon,2.928268034,27
Stephanie,Elliott,Sprint,0.970965502,43
Karen,Sanchez,T-Mobile,1.526972026,59
Benjamin,Brown,AT&T,5.275754441,66
Carrie,Glover,Sprint,3.342469691,85
Dustin,Barker,Sprint,4.473269597,67
William,Randall,T-Mobile,3.128303202,90
Patricia,Hughes,Verizon,4.333225504,46
Darryl,Johnson,Sprint,2.887702076,68
Christopher,Welch,Verizon,0.998913337,79
Tyrone,Goodman,T-Mobile,4.434495188,39
Kimberly,Leon,AT&T,0.911594826,99
Kelly,Case,Sprint,2.787964034,64
Lauren,Gallagher,AT&T,3.076166424,38
Thomas,Parker,Verizon,0.806964577,18
Kim,Romero,Verizon,0.658409926,38
Daniel,Moore,AT&T,4.690261538,33
Wesley,Johnson,T-Mobile,2.191450751,79
Kelly,Bowers,T-Mobile,2.842515972,66
John,Whitaker,Sprint,2.824415388,100
Jack,Davis,Sprint,2.091623171,58
Judy,Myers,T-Mobile,4.166860004,39
Kimberly,Juarez,T-Mobile,4.510620527,52
Karen,Harrison,AT&T,0.417747858,88
Karen,Ayala,Verizon,3.347741698,42
Samantha,Mullins,Verizon,2.110074523,68
Kristin,Winters,Sprint,3.550781664,66
Mary,Garrett,T-Mobile,3.146115174,98
Scott,Holland,AT&T,1.713101047,75
Rachel,Johnson,Sprint,0.930706797,71
Lauren,Edwards,AT&T,2.881071318,85
Pamela,Leach,T-Mobile,1.02071444,94
Craig,Allen,T-Mobile,1.232842312,69
Dana,Gardner,T-Mobile,5.288083088,61
Ashley,Charles,Verizon,2.452727551,81
Debbie,Garcia,T-Mobile,3.662112975,34
Joseph,Jackson,Sprint,1.990138427,78
Jake,Green,Verizon,5.098461886,20
Kimberly,Simmons,AT&T,2.084197144,73
Terry,Ashley,Sprint,2.623777258,22
Robert,Allen,Sprint,3.544588895,82
Bobby,Davis,AT&T,4.771875266,73
Jennifer,Ho,Verizon,4.704215171,95
Jon,Morris,Sprint,1.353123879,43
Mark,Moran,Sprint,4.736104332,22
David,Mann,Sprint,4.351650242,90
Peter,Soto,Verizon,5.533646178,75
Larry,Jackson,Verizon,4.616105218,36
Cynthia,Valdez,Verizon,3.001106991,59
Annette,Ward,Sprint,4.466437651,63
Suzanne,Pierce,T-Mobile,3.741613271,67
Sean,Miller,AT&T,3.292665196,26
Joshua,Williams,T-Mobile,1.362510961,25
Amy,Snyder,Verizon,0.904578158,95
Richard,Soto,Sprint,0.410718837,71
Angela,Fowler,Sprint,5.548976942,39
Marie,Green,T-Mobile,0.982456177,34
Danny,Parker,T-Mobile,0.846713262,61
Lindsey,Burgess,AT&T,2.076475914,50
Sean,Gordon,Sprint,3.542884793,61
Joshua,Wu,T-Mobile,5.359316595,62
Elizabeth,King,AT&T,3.868081836,66
Sherry,Evans,Verizon,2.253295811,39
Joseph,Moreno,T-Mobile,5.380606082,94
Cheryl,Rogers,Verizon,0.992158403,68
Brian,Garcia,AT&T,5.234357138,30
Miguel,Melendez,Verizon,0.37838733,93
Lisa,Deleon,Sprint,4.178604696,51
Melanie,Davis,Sprint,1.146175681,78
Ryan,Thomas,Verizon,4.745873822,29
Laura,Bailey,Sprint,1.533850328,93
Summer,Lindsey,AT&T,1.083481278,40
James,Middleton,Sprint,5.043548839,69
Charles,Fuller,Verizon,1.176336019,87
Ashley,Snow,Verizon,4.48331593,74
Jenna,Boyd,Verizon,4.366489346,39
Hannah,Cunningham,T-Mobile,3.361457804,57
Jeremy,Lopez,Verizon,2.702881535,28
April,Baker,AT&T,5.157720915,52
Eric,Moreno,Sprint,5.015032029,79
Thomas,Todd,Sprint,2.885239987,94
Mark,Stout,T-Mobile,1.267761601,83
Matthew,Williams,T-Mobile,1.429994266,25
Jeremy,Delgado,AT&T,1.898025115,52
James,Martin,Verizon,2.925768942,71
Jesse,Roman,T-Mobile,4.819743468,22
Kathryn,Brown,Sprint,4.22720018,47
Lisa,Woods,T-Mobile,3.925386317,71
Andrew,Johnson,T-Mobile,2.264557109,33
Kelli,Chaney,Verizon,2.416949128,95
Tony,Marsh,T-Mobile,4.307140479,75
Wayne,Klein,AT&T,4.399835072,36
Lisa,Miles,Sprint,4.332919345,41
Ashley,Jones,Verizon,0.381166145,23
Michele,Johnson,Sprint,3.15852572,49
John,Guerrero,AT&T,2.467820842,39
David,Barrera,AT&T,1.756481429,55
Carolyn,Gonzalez,T-Mobile,3.806742947,67
Sierra,Mendoza,T-Mobile,2.276047873,65
Timothy,Martin,T-Mobile,5.378355243,80
Kyle,Collins,Sprint,1.511501009,39
Douglas,Cook,AT&T,2.908934171,67
Alison,Owens,Verizon,4.852968708,44
Eric,Roberts,T-Mobile,2.326513956,32
Ralph,Gonzalez,Sprint,4.156606397,100
Jennifer,Browning,T-Mobile,4.315865576,89
Aaron,Marshall,AT&T,4.949535291,94
Jeffrey,Johnson,Verizon,2.109734144,35
Leah,Wiggins,AT&T,0.746479117,29
Michelle,Dean,Sprint,2.777847772,92
Kara,Matthews,T-Mobile,4.390142165,28
Martha,Smith,AT&T,2.4358008,54
Cindy,Serrano,Sprint,1.65407075,84
Nicole,Edwards,T-Mobile,0.769088109,48
Luis,Bradley,Verizon,2.465909529,52
Troy,Perkins,AT&T,4.396883874,66
Kimberly,Carson,T-Mobile,1.05050287,53
Grant,Bishop,T-Mobile,2.417595411,30
Samantha,Ellison,T-Mobile,0.906161743,55
Steven,Stewart,T-Mobile,4.329513804,78
Nicole,Williamson,AT&T,4.867613032,45
Mr.,Myers,T-Mobile,2.817009854,63
James,Ayala,Sprint,0.920045358,52
Marie,Thomas,AT&T,1.213649192,53
Crystal,Gibson,T-Mobile,2.29113759,97
Seth,King,AT&T,3.484468356,59
Jerry,Potts,Sprint,3.408450401,35
Kevin,Horne,Sprint,4.720362313,80
Brandon,Kim,AT&T,5.220314978,85
Ashley,Cunningham,T-Mobile,0.870138475,39
Nicholas,Bird,T-Mobile,1.596458691,78
Michael,Frye,Sprint,2.363235878,19
Abigail,Gray,T-Mobile,2.295425019,80
Amanda,PhD,Sprint,3.145058465,60
Miguel,Ramirez,T-Mobile,4.214156919,77
Gabriel,Crosby,Sprint,0.832884052,30
Felicia,Tyler,Verizon,4.014660674,79
Brendan,Austin,T-Mobile,3.664942318,49
Dominique,Cruz,T-Mobile,5.193819817,35
Eric,Daniels,T-Mobile,3.908440957,38
Lisa,Lara,AT&T,3.626572819,19
Amy,Pierce,T-Mobile,1.591846466,57
Christopher,Davies,AT&T,4.203848051,43
Kerry,Stewart,AT&T,0.497838132,76
Madison,Ramirez,Sprint,3.75896447,21
Angel,White,AT&T,0.407287237,94
Denise,Lopez,AT&T,1.415830435,18
Kevin,Sanchez,Verizon,1.190992137,62
Alexandra,Watkins,T-Mobile,0.85077537,90
Christina,Cox,AT&T,1.740011673,48
Jamie,Silva,T-Mobile,5.143190634,84
Heather,Black,AT&T,2.218420617,18
Travis,Adkins,Sprint,4.34842915,50
Todd,Williams,Verizon,0.875359023,55
Mark,Payne,AT&T,2.264168421,42
Brian,Collins,T-Mobile,1.286753878,81
Michael,Petty,Sprint,1.454027082,66
Scott,Smith,T-Mobile,0.718803566,99
Brittany,Johnson,Sprint,2.622912508,74
Catherine,MD,Verizon,0.750975447,25
Rebecca,Forbes,Sprint,4.896586898,48
Stephanie,Phillips,T-Mobile,2.559657973,35
Keith,Mitchell,T-Mobile,4.719810128,47
Elaine,Hoffman,AT&T,4.834782292,21
John,Johnson,Sprint,3.50019841,48
Jacqueline,Davis,T-Mobile,4.834864852,27
Emily,Herrera,AT&T,1.05742478,21
Steven,Parks,Verizon,4.449398617,56
April,Thomas,T-Mobile,2.146727429,32
John,Robinson,AT&T,3.200027963,33
Susan,Evans,T-Mobile,3.424576376,77
Valerie,Bell,Sprint,5.234929622,87
Anthony,Perry,AT&T,4.905880157,57
Amber,Norris,Sprint,0.768544121,84
Andrew,Moore,Verizon,2.773585137,82
Daniel,Simmons,Sprint,4.6902061,73
Adam,Richards,AT&T,4.418884168,81
Dawn,Williams,T-Mobile,0.348587382,74
John,Phillips,AT&T,2.372418752,80
Duane,Mitchell,Sprint,4.553854487,38
Amy,Knight,Sprint,4.241987585,83
Sean,Alvarez,T-Mobile,2.214849574,70
Tracy,Floyd,Verizon,4.44421281,51
Melanie,Pham,AT&T,3.237486674,47
Gail,Hicks,T-Mobile,4.867525347,40
Jared,Lamb,T-Mobile,3.478820947,34
Tyrone,Munoz,T-Mobile,2.609607774,22
Jeffery,Morris,AT&T,4.271301308,79
Michelle,Armstrong,AT&T,1.26635206,22
Jordan,Young,AT&T,4.76348444,39
Kelly,Banks,Verizon,3.48422261,43
Angela,Patterson,T-Mobile,5.429491164,57
Elizabeth,Brennan,Sprint,2.229577729,27
Thomas,V,Sprint,4.207085624,61
Calvin,Cunningham,T-Mobile,4.795123863,29
Stacey,Mcconnell,Sprint,4.057698763,78
Mark,Durham,Verizon,1.967045067,35
Jared,Sullivan,Verizon,1.425341336,34
Rachael,Cunningham,AT&T,3.539483642,51
Darren,Berry,AT&T,2.866619736,72
Alan,Cole,AT&T,3.660077347,90
Andrew,Roberts,AT&T,2.415022916,42
Robert,Clay,AT&T,4.711267896,90
Rhonda,Harris,Sprint,2.815063367,39
Lori,Reynolds,Sprint,0.327109802,26
Tyler,Byrd,AT&T,0.921072435,55
John,Smith,Verizon,3.319712118,23
Franklin,Lara,Sprint,3.076382718,33
Jennifer,MD,Verizon,3.534239367,96
Cindy,Brown,Verizon,4.419405194,72
Wanda,Phillips,T-Mobile,2.241806803,79
Mr.,Russell,T-Mobile,4.917170759,61
Ronald,Sandoval,AT&T,5.279223418,100
Taylor,Lambert,Verizon,1.07504106,52
Anthony,Golden,Sprint,5.270122204,21
Anthony,Hoffman,T-Mobile,4.041839733,48
Theresa,Boone,T-Mobile,2.587487399,56
Robert,II,Verizon,3.107075868,80
Steven,Costa,T-Mobile,4.308764138,64
Jessica,Taylor,T-Mobile,4.999552846,30
Mr.,Sloan,Sprint,2.994935057,91
Vanessa,Kidd,Verizon,1.171277066,99
Gregory,Anderson,T-Mobile,3.747407086,24
Stacy,Gutierrez,Verizon,0.735155784,57
Michael,Lee,T-Mobile,3.783523433,28
Nicole,Webster,Sprint,4.883827329,21
Alejandro,Rodriguez,Verizon,2.383870848,70
Kimberly,James,T-Mobile,1.129397471,57
Alexa,Johnson,Sprint,4.131429636,65
Julia,DVM,T-Mobile,2.018626049,34
Zachary,Black,Verizon,1.277184415,31
Christine,Taylor,T-Mobile,3.443307803,85
Megan,Hughes,Verizon,5.01825456,64
Brian,Ramirez,Verizon,4.328118672,25
Douglas,Lewis,T-Mobile,3.310350594,78
Lori,Abbott,Sprint,3.888416363,75
Victoria,Carney,AT&T,0.771358179,82
Peter,Wilson,Sprint,4.946867322,41
Preston,Padilla,Sprint,3.291535692,19
Theodore,Carroll,T-Mobile,5.54237025,98
Zachary,White,Sprint,4.967710136,30
Cynthia,Smith,Sprint,1.83347012,38
Jessica,Acosta,AT&T,5.203002198,41
David,Leonard,Sprint,5.514318456,50
Michael,Myers,AT&T,3.365024304,25
Deanna,Knight,T-Mobile,1.819401048,27
Samuel,Dunn,AT&T,4.579824588,21
Eduardo,Saunders,Verizon,2.276931763,23
John,James,Verizon,3.115380865,51
Christopher,Taylor,AT&T,0.880703485,27
Scott,Peters,Verizon,3.39609424,36
Wesley,Khan,T-Mobile,5.020916343,67
Jason,Long,Verizon,1.648798835,52
Shawn,Hernandez,AT&T,4.232921406,89
Autumn,Sullivan,T-Mobile,1.974873652,56
Amanda,Hodges,Verizon,4.043353862,91
Lisa,Ellis,T-Mobile,3.892385528,19
Sonya,Morales,AT&T,1.629882545,93
Christopher,Perkins,Verizon,3.639842581,68
Sheila,Reid,T-Mobile,4.637540941,92
Brittany,Hernandez,T-Mobile,2.045485557,69
Sarah,Torres,Verizon,4.111429142,51
Alex,Lopez,T-Mobile,4.066070136,99
Alexis,Mann,T-Mobile,1.920334702,40
Keith,Grant,AT&T,5.067831874,27
Gregory,Fitzgerald,AT&T,3.004397156,28
Karen,Fisher,AT&T,2.399789377,51
Richard,Strickland,AT&T,1.176837512,64
Belinda,Green,AT&T,3.236310663,90
Brianna,Kim,AT&T,4.219965244,62
David,Smith,Verizon,3.342204312,92
Katrina,King,AT&T,4.030378721,89
Diana,Jones,T-Mobile,4.704424987,41
Phillip,Payne,Verizon,2.5147294,89
Tanner,DDS,T-Mobile,3.081063257,53
Anna,Cole,AT&T,5.484045631,48
Sharon,Olson,AT&T,5.467615678,61
Angela,Williams,T-Mobile,2.231931661,66
Julia,West,T-Mobile,3.917128346,68
Angela,Wilcox,T-Mobile,2.234032504,39
Ashley,Williams,Sprint,1.73293851,85
Steven,Jackson,Sprint,4.407392231,19
Tracey,Pollard,Sprint,3.118081098,59
Michael,Castillo,Sprint,1.466249292,81
Michele,Coleman,Verizon,4.154761915,89
Zachary,Hernandez,AT&T,5.015786001,72
Jason,Frederick,T-Mobile,4.68189365,23
Paula,Bullock,AT&T,3.329639275,56
Joshua,Leblanc,T-Mobile,2.820356046,98
Sheila,Hardy,AT&T,1.564825315,66
Christina,Burke,Verizon,4.624386365,73
Dawn,Moss,Sprint,5.20972844,22
Patricia,Deleon,AT&T,4.693978037,31
Eric,Miller,T-Mobile,3.873527675,46
Michelle,Rogers,AT&T,0.416897696,98
Lisa,Brown,Verizon,2.686887558,70
Rebecca,Thomas,Verizon,2.298283761,21
Caleb,Gonzalez,AT&T,4.794668537,38
Cheryl,Ramos,Sprint,0.749876544,24
Mark,Townsend,T-Mobile,3.366685501,53
Ashlee,Cohen,Verizon,1.571107901,83
Jose,Young,Verizon,3.936261839,49
Tina,Graham,AT&T,4.218604399,26
Michelle,Smith,Verizon,3.580608767,30
James,Webster,Verizon,4.038196387,95
Angela,Rodriguez,T-Mobile,3.157737448,96
Tonya,Johnson,Sprint,1.135110585,73
Michael,Byrd,T-Mobile,2.034633702,48
Johnny,Higgins,Sprint,4.857701227,33
Kristy,Black,T-Mobile,1.647585096,75
Brittany,Edwards,AT&T,0.470601842,24
Katherine,Vazquez,Verizon,2.537857901,69
Martin,Daniels,Sprint,2.786833748,77
Samantha,Garcia,AT&T,3.182054214,80
Michael,Thomas,Verizon,2.811180308,71
Aaron,Greer,Verizon,5.264964248,57
Kimberly,Collins,Verizon,4.544995593,93
Samantha,Cardenas,T-Mobile,0.362292337,45
John,Friedman,AT&T,4.323334687,97
Samantha,Reese,AT&T,4.615938268,22
Gregory,Salazar,Verizon,5.288435278,74
James,Moore,Sprint,2.955184504,37
Ricky,Holloway,AT&T,2.229209513,65
Mr.,Knight,T-Mobile,4.751857575,81
Douglas,Wilkins,Sprint,4.023660973,27
Adrienne,Brooks,Sprint,2.762690981,79
Lauren,Lewis,Sprint,1.030038358,85
Joshua,Jackson,Sprint,3.389582878,55
Angela,Delgado,AT&T,0.475045903,84
Vickie,Gordon,Verizon,0.836053857,81
David,Richardson,Sprint,2.491239479,100
Chase,Hodges,T-Mobile,1.869429084,72
Sarah,Jones,T-Mobile,2.574690232,100
Marie,Brown,Verizon,2.107977843,24
Ashley,Brown,AT&T,0.715542404,31
Stephen,Hopkins,Verizon,0.995087277,79
Frank,Mason,Sprint,1.54724827,56
Kayla,Russell,AT&T,2.702581178,85
Amanda,Freeman,AT&T,1.588796515,34
Natasha,Walker,Sprint,1.486116761,62
Dennis,Villegas,T-Mobile,2.807731611,65
Juan,Williams,Sprint,2.007153447,92
Thomas,Garcia,Verizon,1.459762856,18
Deborah,Franklin,Sprint,4.425546065,76
Teresa,Kelly,T-Mobile,2.727925534,88
David,Kaufman,Sprint,5.14464602,73
Nicole,Dean,Verizon,2.610242734,49
Jessica,Barrett,Verizon,5.322360218,34
Michelle,Johnson,T-Mobile,1.592608487,29
Melissa,Miller,Verizon,3.60761475,36
Alejandro,Kirby,Verizon,3.147968423,88
Stephanie,Gibson,Sprint,4.635684534,53
Sarah,Stewart,AT&T,2.51054267,73
Mr.,DDS,Verizon,4.505458315,18
Rachel,Long,Verizon,2.839220206,55
Alyssa,Kim,T-Mobile,4.28920833,28
Jamie,Simpson,T-Mobile,4.38948915,83
Anna,Wright,Sprint,5.509191536,28
Becky,Jones,Sprint,3.896559978,41
David,Bell,Verizon,1.764737989,65
April,Martinez,AT&T,2.148949763,62
Dr.,PhD,AT&T,2.108258077,28
Robert,Garcia,Sprint,0.836669805,22
Eddie,Gill,T-Mobile,0.813618805,86
Anthony,Shaw,Verizon,3.104440398,76
Jeremy,Barry,Verizon,4.811985063,95
Whitney,Vaughn,AT&T,0.536666567,38
Katie,Hernandez,Sprint,3.034708268,70
Andrew,Singh,AT&T,2.582551684,71
William,Munoz,AT&T,4.389861636,93
Bobby,Combs,Sprint,1.020504798,75
Amy,Green,T-Mobile,3.145146185,95
Scott,Mitchell,Verizon,5.604954181,40
Jacob,George,T-Mobile,2.645361883,30
Sherri,Hernandez,Sprint,4.337020408,71
Alicia,Chan,Sprint,4.800527032,28
Michael,Anderson,Verizon,1.578083611,65
Kathryn,Austin,T-Mobile,5.256709554,42
John,Wong,Verizon,4.260060123,64
Katherine,Anderson,AT&T,1.642699478,23
William,Evans,AT&T,1.672964448,65
Joseph,Dunlap,AT&T,3.414581369,75
Amber,Greene,T-Mobile,5.205508784,61
Joshua,Page,AT&T,1.699556497,76
Nicole,Maddox,Verizon,3.621365303,38
Mary,Scott,T-Mobile,1.389234709,84
Sarah,Robinson,Verizon,4.451326922,88
Amanda,Tucker,Sprint,3.830516173,67
Kyle,Allison,T-Mobile,3.014610688,62
Roy,Brown,Verizon,3.492340662,43
Frederick,Rogers,Verizon,5.249195604,100
Emily,Cunningham,T-Mobile,2.189526812,78
Richard,Shea,Sprint,4.250906442,88
Peter,Cox,T-Mobile,1.21818952,53
Cory,Gray,AT&T,3.61271043,78
Erica,Roach,AT&T,3.883150952,62
David,IV,Sprint,3.087849916,77
Peter,Sanders,Verizon,4.724732761,79
Daniel,Zimmerman,Verizon,2.944058129,81
Joseph,Clark,Verizon,5.431117447,75
Samuel,Sullivan,T-Mobile,0.804495241,64
Aaron,Roberson,T-Mobile,1.296725506,55
Jeffrey,Jenkins,Sprint,4.209456598,91
John,Jones,AT&T,4.981693593,96
Benjamin,Riley,Verizon,2.386277163,23
Corey,Cruz,AT&T,5.254889062,30
Gregory,Christensen,T-Mobile,4.096573767,51
Joseph,Vargas,T-Mobile,4.922646446,49
Elizabeth,Huffman,T-Mobile,3.02323503,66
Pamela,Nguyen,AT&T,1.073746781,49
Kristina,Ortiz,Sprint,2.866866241,24
