First Name,Last Name,Age,Upstream Data (MB),Downstream Data (MB),Total Data (GB),App Name,Network Provider,City,State,Country,Zipcode
Angela,Williams,66,182.1532533,2103.344768,2.231931661,WhatsApp,T-Mobile,Ellenville,Louisiana,USA,83422
Julia,West,68,569.5007816,3441.638645,3.917128346,Spotify,T-Mobile,New Justinchester,Colorado,USA,591
Angela,Wilcox,39,913.0779015,1374.571383,2.234032504,Facebook,T-Mobile,West Ryanhaven,Kansas,USA,29538
Ashley,Williams,85,968.6761837,805.8528509,1.73293851,Spotify,Sprint,Greenburgh,Illinois,USA,41020
Steven,Jackson,19,659.5835921,3853.586052,4.407392231,Zoom,Sprint,Nathanton,Tennessee,USA,31226
Tracey,Pollard,59,983.8241961,2209.090849,3.118081098,Twitter,Sprint,Hendricksshire,Georgia,USA,79511
Michael,Castillo,81,575.0278965,926.4113781,1.466249292,Instagram,Sprint,Wellsberg,New Jersey,USA,39387
Michele,Coleman,89,448.1789795,3806.297221,4.154761915,Zoom,Verizon,Jasonfurt,Louisiana,USA,75669
Zachary,Hernandez,72,556.0715844,4580.093281,5.015786001,Facebook,AT&T,Martinezfurt,Alabama,USA,33659
Jason,Frederick,23,124.5552703,4669.703827,4.68189365,Netflix,T-Mobile,Maloneshire,Alabama,USA,30870
Paula,Bullock,56,407.6987605,3001.851857,3.329639275,Netflix,AT&T,Justinside,Illinois,USA,61819
Joshua,Leblanc,98,463.8210025,2424.223588,2.820356046,Spotify,T-Mobile,West Wyattstad,Georgia,USA,43197
Sheila,Hardy,66,850.1415207,752.2396015,1.564825315,Netflix,AT&T,Kruegertown,Alabama,USA,96940
Christina,Burke,73,761.0621068,3974.309531,4.624386365,WhatsApp,Verizon,Carpenterberg,Idaho,USA,78889
Dawn,Moss,22,605.4123194,4729.349603,5.20972844,Twitter,Sprint,Dianashire,Washington,USA,97962
Patricia,Deleon,31,353.8044625,4452.829047,4.693978037,Twitter,AT&T,Smithshire,Oregon,USA,60184
Eric,Miller,46,195.1642398,3771.328099,3.873527675,TikTok,T-Mobile,Staceyland,New Mexico,USA,17366
Michelle,Rogers,98,354.2873707,72.61586982,0.416897696,TikTok,AT&T,Johnsontown,New York,USA,62515
Lisa,Brown,70,683.0060302,2068.366829,2.686887558,YouTube,Verizon,Sextonside,Arkansas,USA,16716
Rebecca,Thomas,21,270.4074211,2083.03515,2.298283761,Facebook,Verizon,Danielton,Ohio,USA,88782
Caleb,Gonzalez,38,432.6178288,4477.122753,4.794668537,Netflix,AT&T,Calderonmouth,New Jersey,USA,38040
Cheryl,Ramos,24,392.9025325,374.9710487,0.749876544,Netflix,Sprint,South Darrell,Pennsylvania,USA,8329
Mark,Townsend,53,767.9341632,2679.55179,3.366685501,YouTube,T-Mobile,Meghanland,Arizona,USA,30541
Ashlee,Cohen,83,884.9491916,723.8652994,1.571107901,Instagram,Verizon,North Angelaville,Massachusetts,USA,24761
Jose,Young,49,702.3772472,3328.354876,3.936261839,Zoom,Verizon,Lopezborough,Michigan,USA,95509
Tina,Graham,26,348.1862383,3971.664666,4.218604399,Spotify,AT&T,East Susan,North Dakota,USA,2766
Michelle,Smith,30,438.8452785,3227.698099,3.580608767,YouTube,Verizon,North Mark,Colorado,USA,18742
James,Webster,95,151.9166525,3983.196448,4.038196387,Zoom,Verizon,Duncanview,Hawaii,USA,83888
Angela,Rodriguez,96,176.4164733,3057.106674,3.157737448,Twitter,T-Mobile,West Chris,Delaware,USA,25561
Tonya,Johnson,73,172.6496419,989.7035969,1.135110585,YouTube,Sprint,Lake Kevin,North Dakota,USA,87502
Michael,Byrd,48,139.280494,1944.184417,2.034633702,Netflix,T-Mobile,Nicoleborough,Colorado,USA,5674
Johnny,Higgins,33,187.7854162,4786.50064,4.857701227,Spotify,Sprint,Baileybury,Missouri,USA,68858
Kristy,Black,75,210.6613206,1476.465818,1.647585096,TikTok,T-Mobile,East David,Alaska,USA,726
Brittany,Edwards,24,120.7274844,361.1688021,0.470601842,Facebook,AT&T,Lake Lindaburgh,Illinois,USA,35766
Katherine,Vazquez,69,643.8581147,1954.908376,2.537857901,Facebook,Verizon,Patriciastad,Michigan,USA,16632
Martin,Daniels,77,990.4975192,1863.220238,2.786833748,YouTube,Sprint,East Michael,Georgia,USA,98249
Samantha,Garcia,80,880.3948772,2378.028638,3.182054214,Facebook,AT&T,Millschester,New Jersey,USA,67378
Michael,Thomas,71,55.14669659,2823.501939,2.811180308,Twitter,Verizon,Port John,Maine,USA,32196
Aaron,Greer,57,428.8282211,4962.495169,5.264964248,Netflix,Verizon,North Connie,Missouri,USA,48085
Kimberly,Collins,93,860.7174734,3793.358014,4.544995593,Facebook,Verizon,Taylorhaven,Wyoming,USA,16248
Samantha,Cardenas,45,143.3280698,227.6592831,0.362292337,Snapchat,T-Mobile,Dennisstad,Tennessee,USA,24179
John,Friedman,97,849.1686952,3577.926025,4.323334687,Twitter,AT&T,Tracytown,New Hampshire,USA,31772
Samantha,Reese,22,596.7736315,4129.947155,4.615938268,Twitter,AT&T,Ritatown,Hawaii,USA,51793
Gregory,Salazar,74,931.9855671,4483.372157,5.288435278,WhatsApp,Verizon,Port Jonathanshire,Washington,USA,17227
James,Moore,37,877.2787231,2148.830209,2.955184504,TikTok,Sprint,Karenland,Indiana,USA,9691
Ricky,Holloway,65,680.2639788,1602.446562,2.229209513,YouTube,AT&T,Smithborough,Iowa,USA,90055
Mr.,Knight,81,661.2444333,4204.657724,4.751857575,Instagram,T-Mobile,Williamstown,South Carolina,USA,46261
Douglas,Wilkins,27,221.0325604,3899.196276,4.023660973,Twitter,Sprint,South Yvonne,Maryland,USA,53871
Adrienne,Brooks,79,125.5854375,2703.410127,2.762690981,Facebook,Sprint,Rebeccafort,Oregon,USA,45630
Lauren,Lewis,85,421.2394957,633.5197829,1.030038358,Spotify,Sprint,Katieborough,Utah,USA,60013
Joshua,Jackson,55,194.7142391,3276.218628,3.389582878,Netflix,Sprint,Bethstad,Alabama,USA,44660
Angela,Delgado,84,111.3925505,375.0544538,0.475045903,Instagram,AT&T,Gonzalezland,Pennsylvania,USA,7441
Vickie,Gordon,81,309.3034659,546.8156832,0.836053857,TikTok,Verizon,Lake Laura,Wisconsin,USA,97493
David,Richardson,100,861.8850434,1689.144183,2.491239479,Twitter,Sprint,Lake Steven,Iowa,USA,30485
Chase,Hodges,72,26.97667248,1887.318709,1.869429084,Netflix,T-Mobile,Lake Jamesmouth,New Hampshire,USA,62907
Sarah,Jones,100,299.7113049,2336.771493,2.574690232,TikTok,T-Mobile,East Thomas,South Carolina,USA,51334
Marie,Brown,24,429.8116634,1728.757648,2.107977843,Netflix,Verizon,South Robert,Nevada,USA,29835
Ashley,Brown,31,515.4640521,217.2513694,0.715542404,Zoom,AT&T,Arnoldside,Arkansas,USA,38995
Stephen,Hopkins,79,189.7617333,829.2076379,0.995087277,Facebook,Verizon,Christinemouth,Alabama,USA,86370
Frank,Mason,56,964.5779978,619.8042309,1.54724827,Spotify,Sprint,Port Adam,Michigan,USA,70899
Kayla,Russell,85,583.0843131,2184.358813,2.702581178,Snapchat,AT&T,Adamshire,Oregon,USA,33696
Amanda,Freeman,34,526.8894416,1100.03819,1.588796515,Netflix,AT&T,Lake Meaganton,Missouri,USA,41249
Natasha,Walker,62,18.73436304,1503.0492,1.486116761,Netflix,Sprint,West Timothy,Kentucky,USA,68195
Dennis,Villegas,65,490.8582256,2384.258944,2.807731611,Twitter,T-Mobile,Mollystad,Maine,USA,12264
Juan,Williams,92,839.2939232,1216.031206,2.007153447,YouTube,Sprint,New Jeremy,Alaska,USA,60789
Thomas,Garcia,18,227.4480976,1267.349067,1.459762856,TikTok,Verizon,Port Robertfurt,New Jersey,USA,58969
Deborah,Franklin,76,357.6954927,4174.063678,4.425546065,Zoom,Sprint,Dianeburgh,New York,USA,57116
Teresa,Kelly,88,30.36575004,2763.029997,2.727925534,Instagram,T-Mobile,West Christine,Wyoming,USA,27532
David,Kaufman,73,977.1582391,4290.959285,5.14464602,Snapchat,Sprint,Wiseside,New Mexico,USA,46101
Nicole,Dean,49,75.98527916,2596.90328,2.610242734,Facebook,Verizon,West Brianna,Wisconsin,USA,48095
Jessica,Barrett,34,899.2389127,4550.85795,5.322360218,Netflix,Verizon,South Sarahtown,Ohio,USA,61427
Michelle,Johnson,29,319.857837,1310.973254,1.592608487,YouTube,T-Mobile,Trujilloside,Kentucky,USA,58978
Melissa,Miller,36,591.680838,3102.516666,3.60761475,WhatsApp,Verizon,Gilbertstad,Washington,USA,16648
Alejandro,Kirby,88,682.5223846,2540.997281,3.147968423,Twitter,Verizon,Josephhaven,Kentucky,USA,39878
Stephanie,Gibson,53,149.4208758,4597.520087,4.635684534,Twitter,Sprint,Port Nicholas,Alaska,USA,32475
Sarah,Stewart,73,449.321784,2121.47391,2.51054267,Snapchat,AT&T,Bryanchester,Alabama,USA,79542
Mr.,DDS,18,332.2114392,4281.377876,4.505458315,Snapchat,Verizon,Mcfarlandchester,Arizona,USA,20825
Rachel,Long,55,66.03644095,2841.32505,2.839220206,YouTube,Verizon,Port Michael,North Dakota,USA,81072
Alyssa,Kim,28,834.8617178,3557.287612,4.28920833,WhatsApp,T-Mobile,Choibury,Alaska,USA,3754
Jamie,Simpson,83,54.71607893,4440.120811,4.38948915,WhatsApp,T-Mobile,North Adamside,Arizona,USA,77916
Anna,Wright,28,656.7253799,4984.686753,5.509191536,Snapchat,Sprint,Henrytown,Kentucky,USA,48444
Becky,Jones,41,320.9366027,3669.140815,3.896559978,Zoom,Sprint,Port John,Rhode Island,USA,27469
David,Bell,65,200.2080339,1606.883667,1.764737989,Zoom,Verizon,Floresport,Illinois,USA,44889
April,Martinez,62,670.4151908,1530.109367,2.148949763,Snapchat,AT&T,Port Annetteshire,New York,USA,68015
Dr.,PhD,28,578.7923374,1580.063933,2.108258077,Spotify,AT&T,New Timothy,Wyoming,USA,66972
Robert,Garcia,22,322.1036948,534.6461855,0.836669805,Snapchat,Sprint,Hesterhaven,Delaware,USA,26926
Eddie,Gill,86,517.8311408,315.314515,0.813618805,YouTube,T-Mobile,Markborough,Hawaii,USA,39067
Anthony,Shaw,76,253.7747302,2925.172238,3.104440398,WhatsApp,Verizon,Murphyfurt,Louisiana,USA,66197
Jeremy,Barry,95,865.0594944,4062.41321,4.811985063,Instagram,Verizon,Brooksmouth,Iowa,USA,19497
Whitney,Vaughn,38,320.6805925,228.8659721,0.536666567,Twitter,AT&T,Davisberg,Nevada,USA,13615
Katie,Hernandez,70,252.7014993,2854.839767,3.034708268,Snapchat,Sprint,Donnastad,Massachusetts,USA,78817
Andrew,Singh,71,754.3153739,1890.21755,2.582551684,TikTok,AT&T,Port Brianmouth,Maine,USA,89162
William,Munoz,93,27.41656311,4467.801753,4.389861636,Netflix,AT&T,Scottbury,Louisiana,USA,83563
Bobby,Combs,75,275.3316148,769.665298,1.020504798,Spotify,Sprint,Brownton,New Hampshire,USA,55071
Amy,Green,95,381.6412684,2838.988425,3.145146185,Instagram,T-Mobile,East James,Rhode Island,USA,42296
Scott,Mitchell,40,883.4155822,4856.0575,5.604954181,Snapchat,Verizon,Bonniebury,Louisiana,USA,70369
Jacob,George,30,950.9373845,1757.913184,2.645361883,Snapchat,T-Mobile,Bakerhaven,Delaware,USA,17884
Sherri,Hernandez,71,719.3131872,3721.795711,4.337020408,Instagram,Sprint,Lake Eric,Rhode Island,USA,55703
Alicia,Chan,28,497.6064632,4418.133217,4.800527032,Zoom,Sprint,Lake Patriciaborough,Michigan,USA,23106
Michael,Anderson,65,644.2153336,971.7422842,1.578083611,Snapchat,Verizon,North Sarah,North Dakota,USA,59553
Kathryn,Austin,42,419.8610412,4963.009542,5.256709554,WhatsApp,T-Mobile,North Jeremytown,Illinois,USA,44193
John,Wong,64,305.8375735,4056.463992,4.260060123,TikTok,Verizon,Burnettshire,West Virginia,USA,43678
Katherine,Anderson,23,951.1811875,730.9430777,1.642699478,YouTube,AT&T,Rhondafurt,Vermont,USA,84332
William,Evans,65,124.2363267,1588.879268,1.672964448,TikTok,AT&T,Brownmouth,Michigan,USA,37193
Joseph,Dunlap,75,352.9296324,3143.60169,3.414581369,WhatsApp,AT&T,Petersshire,Maryland,USA,66167
Amber,Greene,61,900.0980704,4430.342925,5.205508784,TikTok,T-Mobile,South Calvin,Kansas,USA,14589
Joshua,Page,76,725.9100163,1014.435837,1.699556497,Zoom,AT&T,Stephanieland,Hawaii,USA,57143
Nicole,Maddox,38,38.81043681,3669.467634,3.621365303,YouTube,Verizon,Butlertown,Hawaii,USA,19375
Mary,Scott,84,32.86867669,1389.707665,1.389234709,TikTok,T-Mobile,Lisamouth,South Dakota,USA,12926
Sarah,Robinson,88,521.347338,4036.811431,4.451326922,Twitter,Verizon,Saraview,Florida,USA,90002
Amanda,Tucker,67,489.4105257,3433.038035,3.830516173,WhatsApp,Sprint,West Jeromeport,Tennessee,USA,40139
Kyle,Allison,62,448.5616233,2638.399722,3.014610688,WhatsApp,T-Mobile,South Timothy,Montana,USA,56563
Roy,Brown,43,309.3203242,3266.836514,3.492340662,Netflix,Verizon,Michaelview,Massachusetts,USA,75289
Frederick,Rogers,100,986.7723326,4388.403965,5.249195604,Facebook,Verizon,Port Maria,Texas,USA,83652
Emily,Cunningham,78,279.2674498,1962.808006,2.189526812,Spotify,T-Mobile,Hayleyshire,Michigan,USA,55132
Richard,Shea,88,495.1398044,3857.788392,4.250906442,Facebook,Sprint,West Michael,New Jersey,USA,75687
Peter,Cox,53,410.8441659,836.5819026,1.21818952,Spotify,T-Mobile,New Amandaland,Nebraska,USA,86610
Cory,Gray,78,178.5469317,3520.868549,3.61271043,TikTok,AT&T,Pamelaport,West Virginia,USA,59091
Erica,Roach,62,210.5926309,3765.753944,3.883150952,Twitter,AT&T,New Davidview,West Virginia,USA,57837
David,IV,77,919.1197146,2242.838599,3.087849916,Twitter,Sprint,North Brian,Arizona,USA,20189
Peter,Sanders,79,859.6969256,3978.429421,4.724732761,Snapchat,Verizon,Dawsonview,Louisiana,USA,9402
Daniel,Zimmerman,81,207.0538628,2807.661661,2.944058129,Facebook,Verizon,New Robertberg,Delaware,USA,92248
Joseph,Clark,75,876.9059977,4684.558268,5.431117447,TikTok,Verizon,Mcguireview,Alaska,USA,86608
Samuel,Sullivan,64,217.0942688,606.708858,0.804495241,Netflix,T-Mobile,Brownhaven,Pennsylvania,USA,26902
Aaron,Roberson,55,630.2808585,697.56606,1.296725506,Netflix,T-Mobile,North Davidbury,Virginia,USA,64858
Jeffrey,Jenkins,91,90.46771809,4220.015838,4.209456598,Instagram,Sprint,Lake Troy,Nevada,USA,5790
John,Jones,96,881.56593,4219.688309,4.981693593,Snapchat,AT&T,Rossberg,Nevada,USA,85886
Benjamin,Riley,23,60.98529647,2382.562518,2.386277163,Twitter,Verizon,Peterport,Wyoming,USA,94809
Corey,Cruz,30,559.3934604,4821.612939,5.254889062,Zoom,AT&T,South Dianabury,Missouri,USA,30904
Gregory,Christensen,51,781.9144099,3412.977127,4.096573767,Twitter,T-Mobile,East Georgeland,Iowa,USA,44150
Joseph,Vargas,49,125.666389,4915.123571,4.922646446,Facebook,T-Mobile,East Scott,Pennsylvania,USA,22412
Elizabeth,Huffman,66,410.4354648,2685.357206,3.02323503,Zoom,T-Mobile,Port Davidside,Alaska,USA,67020
Pamela,Nguyen,49,51.53064998,1047.986054,1.073746781,Twitter,AT&T,North Kyle,Delaware,USA,79365
Kristina,Ortiz,24,685.9250516,2249.745979,2.866866241,Twitter,Sprint,South Katiefort,Louisiana,USA,5808
James,Peterson,35,314.375099,4903.409868,5.095493131,Instagram,Sprint,South Brendan,Nevada,USA,29561
Tina,Roth,56,563.8012922,1883.549067,2.389990586,Twitter,T-Mobile,East Shelia,Massachusetts,USA,74420
Christopher,Ramirez,31,933.4049477,4787.231344,5.586558879,Facebook,Verizon,Lake Bradley,South Dakota,USA,77813
Joseph,Williams,41,312.7995269,3995.255671,4.207085154,Facebook,AT&T,South Chelsealand,Montana,USA,804
Beth,Spencer,53,58.14119692,2238.426323,2.242741718,Twitter,T-Mobile,Tammieside,Minnesota,USA,92664
Nicholas,Cummings,70,678.87149,2732.261608,3.331184666,WhatsApp,AT&T,North Billy,Michigan,USA,683
Kelsey,Berry,66,788.9727232,3056.823433,3.755660308,Instagram,AT&T,Scottchester,Illinois,USA,99501
Tony,Miller,35,958.2898743,3345.542119,4.202960931,WhatsApp,Sprint,Gamblebury,Rhode Island,USA,82640
Timothy,Cortez,100,166.2228683,429.6611222,0.581917959,Facebook,T-Mobile,Port Joseph,Maine,USA,52296
Theresa,Gibson,65,398.2185259,4671.260859,4.950663462,Spotify,Sprint,Susanside,North Carolina,USA,17576
Jasmine,Pruitt,61,845.6990554,3005.14858,3.760593394,YouTube,T-Mobile,New Stevenborough,Wisconsin,USA,11181
Amanda,Williams,65,808.8026793,4659.188637,5.33983527,YouTube,AT&T,Rachelberg,New Hampshire,USA,73941
Kurt,Nash,45,628.5477503,3177.897433,3.717231624,TikTok,Sprint,New Andrew,Hawaii,USA,88843
Xavier,Rios,49,276.6748598,2183.526671,2.402540557,WhatsApp,AT&T,Lake Jessemouth,Pennsylvania,USA,36587
Oscar,Massey,26,291.1949377,2856.293657,3.073719331,Facebook,T-Mobile,Watkinsburgh,Florida,USA,55792
Jose,Edwards,49,132.7629647,4156.041206,4.188285323,Netflix,Verizon,North Zacharychester,Florida,USA,91430
Taylor,King,48,922.635137,1664.322866,2.526326175,Facebook,Sprint,Lake Thomas,Missouri,USA,96904
Derrick,Irwin,79,181.2021995,4784.477283,4.849296369,Netflix,Sprint,Bairdshire,Illinois,USA,68988
Mrs.,Lester,36,577.1577352,2356.478229,2.864878871,Spotify,AT&T,Lake Nancybury,Michigan,USA,37403
Wyatt,Owens,34,588.5079028,4783.37316,5.245977601,Twitter,AT&T,North Margaretmouth,North Carolina,USA,64963
Richard,Evans,42,375.9093868,4409.745243,4.673490849,Facebook,Verizon,West Ryanstad,Hawaii,USA,55698
John,Lane,34,358.9932764,3849.926684,4.110273399,TikTok,Sprint,South Christine,Washington,USA,21129
Joshua,Martin,18,671.9025344,2363.817107,2.964569962,Twitter,T-Mobile,Townsendstad,Alaska,USA,96741
Robert,Morgan,97,394.4148002,2955.378464,3.271282485,YouTube,T-Mobile,New Melanie,Nevada,USA,7874
Michael,Frank,29,262.5642394,4198.245591,4.3562596,WhatsApp,Sprint,Woodsstad,Arkansas,USA,92375
Michelle,Cook,97,405.1403854,2743.076219,3.074430278,Facebook,Sprint,Westmouth,Mississippi,USA,24242
Tina,Harris,47,809.5854569,3704.038404,4.407835802,Instagram,Sprint,East Matthewburgh,South Carolina,USA,19082
Claudia,Berry,57,966.8136706,3963.762302,4.815015599,Facebook,Verizon,Port Douglas,Hawaii,USA,13613
John,Marquez,73,639.5907281,2589.821466,3.153722846,Spotify,T-Mobile,East Lisaland,Wisconsin,USA,86150
Nancy,Jimenez,29,784.2802132,2704.425216,3.406938896,Zoom,T-Mobile,Johnmouth,Utah,USA,80539
Kevin,Evans,97,537.4966127,1029.28185,1.530057093,TikTok,AT&T,Harrellhaven,Connecticut,USA,44168
Martha,Foster,34,628.5749107,1261.45893,1.845736172,Instagram,AT&T,Port Staceyborough,Tennessee,USA,45875
Troy,Washington,22,988.2057902,4529.468757,5.38835405,Spotify,Sprint,North Elizabethberg,Maryland,USA,16528
Taylor,Gibbs,26,444.0346761,4209.631583,4.544595956,Twitter,AT&T,New Jessicaton,Michigan,USA,81665
Jerry,Logan,80,75.59214998,100.1066648,0.171580874,WhatsApp,Verizon,West Samuel,Colorado,USA,77515
Thomas,Potter,39,957.4368486,4353.468551,5.186431054,Spotify,T-Mobile,Gilberttown,Florida,USA,74175
Deborah,Pope,78,795.1311037,174.9126837,0.947308386,YouTube,T-Mobile,Lake Michael,Oregon,USA,94134
Peter,King,21,404.3272642,2318.487995,2.658999276,YouTube,AT&T,Yodermouth,Massachusetts,USA,48315
Mark,Bates,66,982.5711031,383.7919942,1.334338962,Netflix,Sprint,Jacquelinechester,Michigan,USA,15172
Mrs.,MD,92,352.0803928,4845.674535,5.075932547,WhatsApp,AT&T,North Alicia,New Hampshire,USA,51736
Barry,Edwards,38,378.398994,4862.980316,5.118534483,YouTube,Sprint,Lake Renee,Wyoming,USA,74590
Matthew,Schroeder,93,613.6340397,3073.811163,3.601020705,Facebook,Verizon,Michaelborough,Missouri,USA,71648
Mary,Hernandez,83,281.6039123,1991.414309,2.219744356,Twitter,T-Mobile,South Jonathanville,North Carolina,USA,53247
Ethan,Mercer,38,701.5857703,2584.364113,3.208935433,Snapchat,Verizon,Sanchezchester,Louisiana,USA,99425
Amanda,Williams,71,161.3218009,3823.381636,3.89131195,YouTube,T-Mobile,Lake Scottchester,Nebraska,USA,37972
Haley,Martin,49,116.9450662,1154.805151,1.241943571,Zoom,Verizon,Port Nicoleport,Georgia,USA,59476
Robert,Herring,96,539.5292275,2236.526332,2.710991757,Snapchat,AT&T,Port Josephhaven,Colorado,USA,53968
Isaac,Hansen,85,559.9387456,3699.480017,4.159588635,Snapchat,Verizon,New Patriciaton,Texas,USA,55723
Tammy,Orr,64,115.5885189,2007.192765,2.073028598,Zoom,Verizon,New Ashley,Maryland,USA,74948
Brandy,Ellis,51,964.5344985,208.3827844,1.145427034,Snapchat,AT&T,Taramouth,Maryland,USA,34503
Mr.,PhD,46,577.553791,2561.602374,3.065582193,Facebook,T-Mobile,Lake Daniellefurt,Alabama,USA,80356
Adam,Parker,23,159.5246426,3700.185255,3.769247946,Spotify,T-Mobile,Johnsonstad,Michigan,USA,9387
Deborah,Carr,46,318.3280991,4885.241225,5.081610669,YouTube,AT&T,Robertton,South Carolina,USA,1784
Justin,Schultz,71,802.2318718,233.3784583,1.011338213,Instagram,Verizon,Jameschester,Montana,USA,23580
Lauren,Hoffman,27,527.9992126,2722.606981,3.174420111,YouTube,Verizon,Farrellburgh,Nevada,USA,22753
David,Garrett,69,196.2668651,2277.196378,2.415491448,Snapchat,Verizon,Jennifertown,South Dakota,USA,55196
Ashley,Harper,27,111.8204823,1250.121507,1.330021474,Twitter,Sprint,Christinachester,Nevada,USA,74589
Tom,Taylor,94,436.4666681,3206.925464,3.558000129,Zoom,T-Mobile,North Jesuston,Kentucky,USA,96713
Douglas,Floyd,29,344.0405616,859.9313396,1.17575381,Twitter,Verizon,West Johnmouth,Florida,USA,83844
Karen,Cabrera,80,659.358179,1455.130598,2.064930446,Instagram,T-Mobile,Sueport,Kansas,USA,90966
Amanda,Hendricks,78,925.9945171,3919.699081,4.732122655,Facebook,Verizon,Jamiechester,Iowa,USA,35625
Elizabeth,Patel,22,255.2529829,2329.038113,2.523721773,Snapchat,AT&T,Georgeland,North Dakota,USA,56304
Haley,Foster,65,856.681594,4968.669702,5.688819625,Zoom,AT&T,North Davidborough,Kansas,USA,22437
Angela,Maldonado,46,921.2573587,1962.980684,2.816638713,Netflix,T-Mobile,East Shannon,Rhode Island,USA,23727
Rebecca,Rich,52,902.9825735,2343.142277,3.170043799,Netflix,T-Mobile,Stevenside,Idaho,USA,29632
Linda,Rowland,86,952.5565566,1536.275922,2.430500468,Instagram,AT&T,Markstad,New York,USA,70712
Douglas,Levy,75,843.6875359,1219.653351,2.014981335,Instagram,Sprint,North Amyville,Oregon,USA,18938
Kelsey,Sullivan,38,597.5511453,4615.292985,5.090668096,WhatsApp,AT&T,Lake Deborah,Alaska,USA,42672
Michaela,Meyer,80,415.7476377,3756.691869,4.074647955,Instagram,Verizon,South Justin,Delaware,USA,49803
Denise,MD,75,496.7709082,1700.342534,2.145618596,Instagram,Sprint,Gibbsview,Massachusetts,USA,71913
Christopher,Turner,79,873.8860531,3515.772149,4.286775588,Facebook,AT&T,Ginafurt,Alabama,USA,70535
Christian,Ramos,76,308.3843936,4830.629565,5.018568319,WhatsApp,Sprint,Villarrealstad,Idaho,USA,43416
Monique,Fox,40,167.6690774,416.5374298,0.570514167,Netflix,Sprint,East Pamela,Montana,USA,86536
Preston,Wood,76,149.411026,1359.296802,1.473347488,Netflix,Sprint,Port Traci,Vermont,USA,26967
Nancy,Sanders,46,828.7246638,1042.863819,1.827723127,Zoom,T-Mobile,New Emilyport,Kentucky,USA,76405
Francis,Moran,36,763.8708295,4355.42666,4.999313955,Twitter,AT&T,Laurenbury,Ohio,USA,86161
George,Sullivan,65,502.6688876,936.9921313,1.405918964,Spotify,T-Mobile,Dorothymouth,Minnesota,USA,26568
Laura,Mendoza,42,282.1227138,1574.97618,1.813573139,Snapchat,T-Mobile,North Sharon,New Hampshire,USA,53495
Laura,Pugh,61,680.8370438,2742.110828,3.342722531,Zoom,Verizon,Port Carolmouth,North Carolina,USA,85204
Alyssa,Lopez,94,48.04876646,3124.41706,3.098111159,Zoom,Verizon,Lake Carolchester,Oregon,USA,96904
Michael,Parrish,47,572.5455375,4050.509625,4.514702307,Facebook,Sprint,Griffinport,California,USA,72414
Roy,Meyers,99,404.4409171,2066.25007,2.412784167,Spotify,Sprint,New Danielle,Iowa,USA,22063
Stephanie,Nguyen,21,978.0810375,2694.511377,3.58651603,Zoom,Verizon,Bryanmouth,New Hampshire,USA,86322
Kimberly,Baldwin,25,512.4846466,4829.037271,5.216329998,YouTube,Verizon,Wilkinsshire,Kentucky,USA,40912
Dr.,Allen,47,556.7450749,1521.940596,2.029966476,Netflix,AT&T,North Michael,Missouri,USA,69027
Thomas,Barron,32,715.2390368,1278.066345,1.946587287,Instagram,Sprint,Normaborough,Arizona,USA,87390
Angela,Klein,32,489.6930963,3567.465997,3.962069427,Instagram,Sprint,Mendozamouth,Missouri,USA,46211
Marie,Hill,68,232.3229331,3867.124542,4.003366675,TikTok,Verizon,Georgeburgh,Arkansas,USA,38136
Miranda,Marshall,68,541.9050681,2103.155571,2.58306703,Facebook,AT&T,Fitzgeraldborough,New Jersey,USA,49908
Todd,Russell,93,944.8261822,1104.245645,2.001046706,WhatsApp,Verizon,Justinborough,Indiana,USA,91490
Christian,Parker,75,415.8118783,3905.667146,4.22019436,Snapchat,Verizon,Tammyburgh,Illinois,USA,5764
Krista,Davidson,23,682.8445454,3368.939832,3.956820681,Netflix,T-Mobile,Matthewville,Ohio,USA,85759
Alejandro,Moss,58,978.253847,4387.327616,5.239825648,YouTube,Sprint,Sarahmouth,Louisiana,USA,67511
Kenneth,Stevens,26,831.6230899,4229.415998,4.942420985,Zoom,AT&T,Ellenmouth,Wyoming,USA,72094
Ian,Barber,86,662.4437918,1065.716163,1.687656206,Zoom,T-Mobile,East Darleneport,Texas,USA,67420
Margaret,Estrada,51,738.6365234,4170.078941,4.793667446,Facebook,Sprint,Lake Bettyton,Louisiana,USA,73039
Steven,Jones,30,937.1184155,917.1100185,1.810769955,Snapchat,Verizon,South Kristinamouth,Rhode Island,USA,10705
Luis,Oliver,35,960.1545834,4325.334324,5.161610261,Twitter,AT&T,Moranburgh,Ohio,USA,50806
Douglas,Bowman,41,969.278449,3863.088623,4.719108469,YouTube,Sprint,Matthewport,New Jersey,USA,66904
Deanna,Mitchell,86,629.3852119,2870.812318,3.41816165,Snapchat,Verizon,Smithside,Georgia,USA,60659
Emma,Maxwell,39,390.8645334,3228.997295,3.535021317,Twitter,T-Mobile,Harristown,Alabama,USA,55919
Roger,Patterson,29,141.8215977,565.1923908,0.690443348,Snapchat,AT&T,Port Andreafort,New Jersey,USA,77403
Walter,Brown,84,391.6925213,247.4316484,0.624144697,Zoom,Sprint,Bowmanmouth,Missouri,USA,26635
Corey,Steele,91,943.5259002,1686.701372,2.56858132,Zoom,T-Mobile,Port Samuelberg,Nebraska,USA,1782
Anthony,Carlson,37,890.8991098,4115.958767,4.889509645,Spotify,Verizon,Nicoleshire,North Carolina,USA,99605
