First Name,Last Name,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp
Amy,Mcdaniel,18.55,1.61,TikTok,2024-03-13 07:01:43
Brian,White,78.25,287.16,TikTok,2023-12-16 09:32:17
John,Roberts,23.29,282.82,Facebook,2024-04-12 13:02:29
Nathan,Williams,90.35,159.52,Snapchat,2023-08-16 08:28:20
Mary,Anderson,82.76,169.66,Snapchat,2024-03-16 01:42:18
Marvin,Davis,3.1,112.43,Facebook,2023-08-27 01:09:04
Don,Davis,75.32,7.6,Facebook,2023-11-15 22:14:44
Nicholas,Daniel,18.55,208.4,WhatsApp,2023-08-13 00:50:56
Amber,Chan,80.92,178.23,Twitter,2024-05-28 03:42:21
Stephen,Barnett,31.36,280.23,Snapchat,2023-07-20 01:56:02
Beth,Gallagher,25.38,77.03,Twitter,2024-01-24 19:56:38
Sandra,Durham,86.99,47.71,WhatsApp,2023-09-20 21:18:18
Brent,Baker,15.68,326.16,WhatsApp,2024-03-03 04:24:19
Dean,Carter,53.79,125.1,WhatsApp,2024-02-04 08:47:41
Jennifer,Johnson,94.37,409.27,Facebook,2024-03-15 16:13:38
Scott,Mason,38.7,233.13,YouTube,2023-11-28 17:18:12
David,Soto,57.82,132.66,Twitter,2023-09-24 01:43:16
Tracy,Austin,27.96,83.52,Twitter,2023-07-17 13:59:51
Michael,Mitchell,97.0,222.25,YouTube,2023-11-03 02:39:54
Patrick,Sloan,6.58,425.43,YouTube,2024-04-29 16:57:28
Christina,Gordon,43.9,18.88,Twitter,2023-09-03 00:50:39
Karen,Schultz,84.85,14.15,Twitter,2023-06-28 10:41:15
Mary,West,65.02,335.3,YouTube,2024-01-30 21:16:29
David,Silva,91.62,47.77,TikTok,2023-10-03 01:42:13
Rebekah,Jackson,39.42,290.0,YouTube,2023-10-13 12:43:24
Lindsay,Ferrell,74.88,461.38,Facebook,2023-10-21 03:45:11
Hector,Cook,24.94,233.72,WhatsApp,2023-08-19 16:14:43
Mason,Cross,94.96,275.94,YouTube,2024-02-25 12:09:49
Daniel,Ray,52.06,273.5,Facebook,2023-10-15 02:28:39
Timothy,Mcdonald,71.14,154.21,YouTube,2023-06-21 00:39:35
Rachel,Gutierrez,71.19,392.42,Snapchat,2023-08-09 05:55:49
Christina,Byrd,67.82,230.0,Snapchat,2023-07-08 04:25:43
David,Martinez,85.62,351.37,WhatsApp,2023-10-17 22:47:16
Linda,Armstrong,1.22,392.34,Twitter,2024-04-21 13:27:43
Steven,Adkins,38.19,454.6,Twitter,2024-01-09 21:12:24
Christina,Meza,63.9,424.55,YouTube,2024-04-12 02:04:50
Penny,Martinez,15.62,289.27,Instagram,2023-11-19 00:16:20
Trevor,Lopez,47.01,167.83,Snapchat,2023-09-18 23:02:59
Nicole,Harmon,89.26,257.08,WhatsApp,2024-02-22 07:31:55
Leslie,Williams,12.53,49.14,YouTube,2023-07-24 21:10:13
Emily,Bass,59.18,255.69,Instagram,2023-08-29 08:16:31
Daniel,Bowers,52.21,395.48,TikTok,2023-09-15 09:03:32
Joshua,Morris,94.94,65.72,Instagram,2023-07-12 16:06:34
Derek,Henderson,69.46,138.04,TikTok,2023-11-28 12:47:16
Patricia,Johnson,53.27,19.87,TikTok,2023-10-28 06:47:19
Shawna,Ross,76.12,458.48,WhatsApp,2023-07-14 23:37:57
John,Mcgee,5.26,396.41,YouTube,2023-10-12 06:39:03
James,Smith,27.62,121.7,WhatsApp,2024-02-08 16:45:39
Ashley,Mitchell,48.72,277.45,YouTube,2024-04-04 02:50:39
Carolyn,Smith,79.54,333.76,WhatsApp,2024-03-15 14:15:02
Laura,Kim,54.39,9.29,Twitter,2024-04-07 13:34:26
Kevin,Strickland,75.68,92.79,Facebook,2023-10-11 03:47:16
Desiree,Chavez,29.41,276.01,Instagram,2023-10-26 07:30:39
Jessica,Pineda,28.82,337.77,Twitter,2024-05-14 10:46:28
Jonathan,Barber,57.7,135.78,Snapchat,2024-02-16 20:21:36
Michael,Shelton,3.77,41.89,Snapchat,2023-06-09 18:11:01
Michele,Bryant,95.9,383.03,YouTube,2023-11-17 12:21:21
Amy,Mann,10.96,246.39,YouTube,2023-11-11 13:51:14
Jennifer,Watson,48.79,59.66,Twitter,2023-08-20 18:24:22
Max,Rivera,77.25,32.64,YouTube,2023-07-04 14:25:04
Edward,Simpson,37.69,243.65,WhatsApp,2024-03-31 21:01:26
Sara,Anthony,30.98,23.57,TikTok,2024-05-10 00:48:30
Keith,Osborne,19.92,377.1,Facebook,2024-03-19 09:46:04
Kathleen,Johnson,90.87,445.84,Facebook,2024-01-16 05:39:06
Paul,Murphy,0.38,1.1,TikTok,2023-08-04 03:15:20
Kristi,Maldonado,25.22,311.03,Instagram,2024-02-08 18:01:05
Brooke,Howard,72.58,444.06,WhatsApp,2024-01-12 21:50:29
Ashley,Williams,27.64,374.86,Facebook,2023-08-17 15:02:51
Cynthia,Chase,99.1,434.05,Instagram,2023-08-01 20:32:20
Angela,Foster,13.99,402.01,Instagram,2024-02-09 19:20:52
Thomas,Gilbert,34.46,72.74,WhatsApp,2024-04-02 18:26:22
William,Martin,11.58,185.68,Twitter,2024-05-17 13:57:04
Gabriel,Gallegos,22.16,215.32,Instagram,2024-04-16 11:52:20
Lisa,Garcia,39.16,251.91,WhatsApp,2024-02-21 18:45:09
Amy,Burton,58.16,451.95,Snapchat,2024-02-24 00:43:08
Michael,Thompson,95.88,203.05,Instagram,2024-04-15 15:13:56
Joshua,Collins,3.7,221.3,Twitter,2023-08-04 09:37:35
Donald,Rios,84.96,407.39,TikTok,2023-11-04 02:21:48
Brendan,Mcclain,72.3,109.99,WhatsApp,2024-02-15 03:39:18
Gina,Ray,11.3,265.83,WhatsApp,2024-03-24 22:48:53
Caleb,Rogers,45.0,338.73,Facebook,2023-11-17 16:14:25
Kaitlin,Johnson,55.06,492.93,Snapchat,2023-07-29 01:00:27
Laura,Hale,20.92,338.99,Instagram,2023-10-21 12:15:20
Patrick,Page,54.64,126.03,TikTok,2024-01-29 10:40:51
Daniel,Brewer,31.55,338.85,Twitter,2024-01-13 02:04:48
Thomas,Mays,11.11,379.39,Instagram,2023-10-16 07:18:02
Ashley,Miller,56.52,113.77,Twitter,2023-07-22 02:31:17
Jonathan,Brown,6.89,495.65,Facebook,2024-03-17 05:16:58
Andres,Pearson,43.92,264.66,TikTok,2024-05-19 05:36:51
Tammy,Rodriguez,16.21,33.97,Instagram,2023-11-10 01:24:57
Melvin,Morales,38.96,31.47,Facebook,2024-04-01 20:08:18
Joseph,Stanley,7.45,334.21,WhatsApp,2024-02-10 09:57:17
Jennifer,Cooper,27.12,31.49,Snapchat,2023-09-24 15:00:51
John,Jacobs,23.54,399.78,Twitter,2023-12-23 11:30:43
Natalie,Walker,46.59,15.94,Twitter,2024-03-02 11:30:53
Richard,Hogan,28.16,354.53,Instagram,2023-12-29 21:17:27
Mark,Perez,96.3,439.74,YouTube,2024-02-04 12:05:12
Debra,Lowe,5.53,56.23,TikTok,2023-09-05 23:56:14
Katie,Moore,33.92,90.05,Twitter,2023-09-12 16:50:42
Lori,Foster,25.81,113.6,Facebook,2023-10-11 14:28:46
Jennifer,Jones,93.13,5.02,Facebook,2023-11-22 02:54:54
Tabitha,Sutton,58.1,396.95,TikTok,2024-01-04 02:24:29
Joshua,Fuller,99.64,234.66,TikTok,2023-12-09 00:58:33
Matthew,Thomas,31.09,315.42,Snapchat,2023-07-16 10:24:26
Alexa,Martin,59.96,45.46,Twitter,2024-05-27 21:41:42
Charles,Martin,83.49,228.23,Snapchat,2023-12-16 17:27:39
William,Williams,4.73,21.08,TikTok,2023-09-25 17:35:17
Heather,Wilcox,93.71,237.16,TikTok,2023-08-03 10:52:30
Robin,Moore,4.35,233.32,Snapchat,2024-02-22 15:27:30
Tamara,Taylor,92.59,331.22,Snapchat,2024-05-02 16:48:04
Stephen,Daugherty,72.72,51.13,Snapchat,2024-05-12 04:06:54
Brian,Fox,71.1,387.29,Facebook,2023-11-08 14:51:50
David,Mcmillan,16.9,65.84,TikTok,2023-11-13 22:19:01
Robert,Robinson,82.56,387.72,YouTube,2023-07-04 11:04:37
Caroline,Allen,72.24,412.06,TikTok,2024-01-18 08:52:58
Ashley,Alexander,40.45,23.58,TikTok,2024-01-11 14:43:13
Scott,Fritz,31.03,416.13,Snapchat,2024-03-05 07:35:25
Melvin,Jones,99.11,460.71,Facebook,2024-04-10 02:54:14
David,Fleming,46.27,189.07,YouTube,2023-12-26 04:27:37
Janice,King,61.47,96.84,Twitter,2024-03-07 08:03:52
Jessica,Paul,57.89,355.55,TikTok,2023-11-17 12:33:31
Aaron,Davis,17.24,143.22,YouTube,2024-04-24 23:34:22
Jeffrey,Johnson,82.12,304.35,WhatsApp,2023-10-30 09:53:51
Joseph,Blackwell,32.46,208.63,Snapchat,2024-04-28 00:13:50
Jose,Edwards,76.89,133.04,TikTok,2023-11-17 22:51:46
Seth,Mcdonald,91.62,133.71,Twitter,2023-12-21 07:55:52
William,Benton,85.62,107.8,Twitter,2023-10-02 12:44:39
Austin,Gray,78.4,323.66,Snapchat,2023-11-24 16:02:33
Theodore,Jones,8.43,163.72,Instagram,2023-05-31 15:14:12
Richard,Taylor,92.54,382.24,YouTube,2023-10-19 15:16:18
Amber,Delgado,16.97,142.09,TikTok,2023-07-07 09:51:38
Zachary,George,69.8,396.57,Twitter,2024-03-04 13:03:33
Kayla,Barker,74.99,260.96,TikTok,2023-07-24 17:33:11
Emily,Hill,61.08,184.91,YouTube,2024-01-04 12:03:15
Brooke,Colon,17.61,221.55,Instagram,2024-01-22 00:54:56
Andre,Larsen,60.47,413.11,Facebook,2023-07-02 13:14:21
Christopher,Reeves,1.67,338.26,Facebook,2023-06-20 08:52:40
Ashley,Ramirez,99.19,9.57,Snapchat,2023-07-09 18:04:44
Randy,Lopez,82.64,361.0,TikTok,2024-05-08 05:38:50
Jessica,Torres,51.28,222.64,Facebook,2023-11-19 22:22:24
Benjamin,Hughes,94.67,239.35,YouTube,2023-09-14 20:02:35
Brandon,Salazar,32.49,64.73,WhatsApp,2024-01-14 07:16:16
Timothy,Cabrera,63.63,70.77,YouTube,2023-09-10 17:38:32
Yolanda,Medina,93.16,198.89,Twitter,2023-10-24 06:35:53
Sheena,Adams,89.09,415.75,Facebook,2024-03-26 13:08:16
Daniel,Shepard,72.08,236.42,Facebook,2023-12-16 09:25:32
Elizabeth,Edwards,49.3,453.56,Instagram,2023-12-29 06:44:18
Linda,Tanner,81.25,364.87,TikTok,2023-12-26 22:03:10
Loretta,Trujillo,9.47,1.14,YouTube,2023-06-16 03:50:26
Lawrence,Sanchez,47.44,90.17,YouTube,2024-05-23 16:23:33
Ronald,Brown,65.33,178.19,YouTube,2023-11-08 09:33:31
Cindy,Wood,42.89,480.18,TikTok,2023-09-26 15:16:59
Brenda,Mathis,78.34,468.08,TikTok,2024-05-14 14:57:18
William,Gonzalez,34.13,68.05,Snapchat,2023-06-26 19:32:26
Eric,Humphrey,91.44,136.53,Twitter,2023-06-26 20:04:42
Eric,Valdez,53.57,282.73,WhatsApp,2023-12-27 10:51:34
Pamela,Davis,39.2,379.3,WhatsApp,2024-04-26 14:02:23
Adam,Lawrence,53.56,38.03,TikTok,2024-05-18 07:06:41
Lauren,Russell,37.24,155.43,YouTube,2023-10-01 20:33:04
Peggy,Mitchell,54.63,484.46,YouTube,2024-01-28 15:11:36
Brett,Poole,52.05,187.87,Facebook,2023-12-12 16:09:00
Michael,Callahan,9.8,332.89,TikTok,2024-02-17 04:08:39
Christina,Everett,65.85,244.48,WhatsApp,2024-02-28 13:58:22
Robert,Wilson,11.7,294.27,Instagram,2024-04-30 14:55:41
Luis,Roberts,23.03,359.21,Snapchat,2023-10-22 15:52:36
Elizabeth,Pierce,18.4,365.65,Facebook,2024-05-12 16:43:09
Terri,Miller,32.31,38.59,YouTube,2024-02-21 09:18:47
Christine,Ward,93.24,184.46,WhatsApp,2023-08-25 09:29:14
Anthony,Ortega,15.06,215.4,TikTok,2023-08-20 18:23:06
William,Jacobs,48.92,47.76,Instagram,2023-09-02 22:12:26
Shannon,Dawson,26.38,472.08,Instagram,2023-08-18 08:30:53
Jennifer,Moore,19.02,368.2,YouTube,2023-10-22 20:06:09
Benjamin,Perry,86.84,380.09,Twitter,2024-03-22 21:52:16
Katherine,Gonzalez,7.5,475.05,Snapchat,2023-11-15 06:01:28
Sharon,Beck,16.77,391.87,WhatsApp,2024-02-18 06:48:18
Laura,Shaw,72.17,332.89,TikTok,2024-04-14 13:04:39
Cassandra,Brown,39.99,170.74,WhatsApp,2023-10-24 12:32:51
Stephanie,Bender,45.08,282.84,Instagram,2024-04-12 21:56:12
Jennifer,Sherman,81.33,350.6,Facebook,2023-11-15 23:16:02
Peter,Pearson,97.92,301.84,Facebook,2023-10-16 19:28:36
Charlotte,Ross,79.06,123.34,Twitter,2024-02-04 01:08:52
John,Johnson,18.34,271.24,Snapchat,2023-09-04 07:28:24
Kristie,Bass,87.46,149.39,Facebook,2023-12-11 09:37:55
Tammy,Cook,57.03,87.95,Twitter,2023-08-08 18:57:23
William,Mays,7.68,136.61,Facebook,2023-10-19 16:08:30
John,Carpenter,76.05,96.93,Snapchat,2023-08-28 00:04:20
Hannah,Roberts,41.61,426.53,WhatsApp,2024-04-21 01:36:11
Eric,Lang,77.62,101.13,Twitter,2023-12-16 04:53:48
Mary,Johns,42.7,3.96,Snapchat,2024-03-11 10:32:51
Jeremiah,Mckinney,43.3,426.88,TikTok,2023-07-13 07:44:40
Monica,Williams,73.38,172.35,YouTube,2023-12-18 07:39:38
Joseph,Wang,50.34,30.94,WhatsApp,2023-08-31 13:26:39
Mary,Martin,50.77,348.59,Instagram,2023-09-15 19:54:55
Timothy,Herrera,75.39,487.4,WhatsApp,2023-12-16 19:38:24
Randy,Lara,12.97,21.56,YouTube,2023-07-18 00:32:25
Robert,Reeves,85.4,269.03,WhatsApp,2023-12-30 04:22:28
Kerry,Hudson,26.41,466.9,YouTube,2023-08-26 20:46:41
Kimberly,Galvan,95.71,282.93,TikTok,2023-11-22 04:00:45
Loretta,Walsh,92.15,286.05,YouTube,2024-04-08 18:46:59
Michael,Hicks,54.75,384.59,TikTok,2023-09-05 19:10:56
Jennifer,Perkins,11.85,406.75,Twitter,2023-06-18 22:47:13
Dalton,Evans,5.18,38.39,Twitter,2023-10-26 21:47:16
Mary,Perez,91.88,88.76,WhatsApp,2024-05-01 15:11:57
Jeffrey,Reeves,95.75,7.24,YouTube,2023-08-26 13:29:01
Matthew,Ford,28.05,407.97,WhatsApp,2024-03-25 11:56:00
Randy,Parker,8.69,443.54,Twitter,2023-08-17 22:40:29
Paige,Reynolds,37.08,315.34,Twitter,2024-04-16 16:13:58
Andrea,Martin,94.63,143.5,WhatsApp,2024-03-02 22:21:57
Marissa,Mills,5.6,89.81,Facebook,2024-04-26 23:08:58
Annette,Rose,84.63,292.05,Snapchat,2024-05-17 20:41:10
Frederick,Simmons,4.36,24.93,Facebook,2023-05-31 12:45:02
William,Kelley,88.94,433.41,Instagram,2023-08-14 11:14:38
Shane,Francis,77.66,402.95,YouTube,2023-10-09 04:29:32
Danielle,Campos,71.33,17.05,YouTube,2024-05-02 12:02:03
Maureen,Carpenter,89.97,96.92,Facebook,2023-12-18 18:32:35
Angelica,Blevins,50.99,158.85,YouTube,2024-03-18 08:01:04
Barbara,Beasley,29.82,190.7,Instagram,2023-12-12 10:12:25
Julie,Bishop,46.13,187.91,YouTube,2024-05-05 10:17:21
Thomas,White,90.21,467.55,TikTok,2023-11-24 21:49:52
Lisa,Smith,16.23,117.19,TikTok,2024-02-24 15:18:19
Sandra,Smith,37.98,406.23,Instagram,2024-05-07 15:52:49
Nicholas,Mckee,38.7,337.35,Twitter,2023-08-01 09:00:17
Justin,Williams,73.47,486.59,Instagram,2024-04-18 02:14:04
Adrienne,Jones,16.05,27.1,TikTok,2024-05-27 06:29:30
Katie,Edwards,37.61,302.08,Snapchat,2023-09-05 14:19:25
Jacqueline,Holland,58.84,145.44,TikTok,2023-08-01 21:08:10
Erica,Ochoa,88.96,137.75,Instagram,2024-04-03 14:58:41
John,Gomez,83.14,484.28,Instagram,2024-03-26 22:14:07
Gary,Garcia,97.19,29.17,Facebook,2023-11-11 23:52:40
Brian,Tran,13.53,90.77,YouTube,2024-02-20 04:31:20
Jillian,Gonzalez,63.48,232.78,Instagram,2024-03-22 10:38:41
Lisa,Sharp,23.75,76.81,Facebook,2023-07-31 15:09:17
Christian,Boyle,98.41,181.54,WhatsApp,2024-01-08 18:55:14
Taylor,Pena,32.63,499.74,YouTube,2024-04-14 13:05:18
Pamela,Kim,9.71,442.88,YouTube,2023-08-25 16:55:34
Debra,Rodriguez,57.97,102.68,Snapchat,2023-07-15 22:32:33
Kendra,Copeland,37.36,287.65,Instagram,2024-03-06 09:43:38
Benjamin,Clark,47.43,261.88,Facebook,2023-09-13 12:44:37
Brian,Torres,83.79,429.31,Facebook,2023-06-11 05:41:10
Lisa,Zamora,38.85,298.71,Instagram,2023-07-20 10:11:39
Aaron,Brown,72.32,331.76,Facebook,2024-04-21 19:05:59
Destiny,Holmes,92.8,312.73,Instagram,2024-01-02 22:17:46
Nicholas,Day,55.06,472.75,WhatsApp,2023-11-08 10:47:42
Ashley,Wilcox,83.57,135.26,YouTube,2023-10-05 17:24:48
William,Sutton,66.81,453.7,Facebook,2023-11-12 01:43:46
Christopher,Gamble,65.29,171.65,Snapchat,2023-11-08 01:01:23
Michelle,Frank,86.43,393.57,Facebook,2023-09-30 03:15:12
Nathan,Houston,9.32,336.74,Instagram,2023-06-06 02:03:50
Donna,Johnson,29.84,207.71,Snapchat,2024-01-26 09:03:00
Matthew,Miller,72.44,41.98,YouTube,2024-01-18 18:29:09
Daniel,Mccullough,97.03,372.87,YouTube,2024-03-23 04:06:28
Samuel,Fuller,43.32,263.84,Snapchat,2023-07-31 20:50:00
Felicia,Campbell,36.18,387.15,Instagram,2023-11-27 02:01:42
Jessica,Nelson,88.65,11.4,Twitter,2023-11-12 16:57:24
Gregory,Moreno,51.62,288.97,YouTube,2023-07-17 15:46:56
Adrian,Lopez,90.93,142.09,WhatsApp,2023-06-05 12:29:53
Cody,Mendoza,84.51,251.97,Facebook,2023-07-21 15:45:36
Ruben,Doyle,17.76,347.38,YouTube,2023-06-29 11:59:01
Michael,George,93.05,108.92,Facebook,2023-11-25 10:52:39
Sonya,Robertson,86.63,37.82,TikTok,2023-06-27 16:18:56
Robin,Bentley,1.22,407.56,WhatsApp,2023-09-09 23:38:34
Jessica,Torres,4.09,446.47,Twitter,2024-01-28 11:58:05
Stephen,Arellano,24.75,496.75,Twitter,2023-12-25 17:35:57
Miranda,Rodriguez,43.11,405.45,Snapchat,2024-05-16 13:18:25
Kristina,Spencer,31.85,229.42,Snapchat,2023-09-20 13:09:43
Jessica,Morrison,18.12,18.16,Snapchat,2023-09-13 13:05:22
Christine,Rogers,56.7,402.31,WhatsApp,2024-02-13 11:36:40
Joseph,Wilson,8.45,271.08,Twitter,2023-11-11 14:17:51
Kristi,Fox,35.94,140.36,Instagram,2023-07-27 20:33:33
Anthony,Lee,51.21,128.5,WhatsApp,2023-06-24 08:35:59
Haley,Patel,17.53,248.19,Instagram,2024-04-30 21:33:00
Tyler,Diaz,87.57,383.05,Instagram,2024-02-18 08:18:16
Daniel,Lane,70.41,100.53,Facebook,2024-01-22 00:30:53
Colton,Baker,30.14,489.35,YouTube,2023-08-13 12:09:12
Maria,Young,84.11,499.2,YouTube,2024-01-25 04:04:15
Cynthia,Jones,42.92,182.17,YouTube,2023-12-25 00:05:14
Thomas,Jackson,81.3,461.57,Facebook,2023-08-28 14:48:55
Taylor,Chambers,8.19,249.04,WhatsApp,2024-02-02 20:28:38
Wendy,Keller,18.78,200.0,Facebook,2023-07-03 22:53:44
Maria,Howell,18.2,497.28,WhatsApp,2024-05-02 11:15:45
Amy,Jackson,12.03,497.28,Facebook,2023-09-20 00:24:25
Thomas,Franco,84.47,141.34,Facebook,2023-11-13 19:23:31
John,Jenkins,32.33,134.11,Twitter,2024-01-11 16:26:37
Samantha,Best,89.58,321.58,Instagram,2023-09-30 12:10:35
Emily,Hunt,45.76,404.87,YouTube,2024-04-11 15:36:27
Michelle,Kennedy,69.57,239.98,Twitter,2024-03-15 16:31:29
John,Collins,26.21,437.91,Snapchat,2023-10-30 10:12:54
John,Todd,19.96,260.39,Twitter,2024-01-12 19:17:16
Robert,Wallace,53.4,231.32,WhatsApp,2023-07-25 23:58:42
Andrew,Johnson,57.58,61.02,Twitter,2023-06-07 23:53:00
Nicholas,Peck,52.13,193.04,Facebook,2024-04-21 12:26:30
Matthew,Osborne,53.9,246.03,Snapchat,2024-01-02 07:52:00
Stephanie,Martinez,77.56,310.95,TikTok,2023-07-07 05:21:21
Katrina,Savage,21.73,148.7,Twitter,2024-04-13 23:52:59
Benjamin,Hall,39.82,446.72,TikTok,2023-11-28 01:05:22
Jacob,Brown,7.48,315.32,Snapchat,2023-10-06 15:23:38
Kristen,Thompson,87.3,307.22,TikTok,2023-12-16 21:51:58
Doris,Harris,73.76,138.87,Instagram,2024-01-12 15:06:34
Michelle,Nicholson,39.74,372.96,WhatsApp,2023-09-01 01:22:14
Linda,Lee,39.32,431.62,Facebook,2023-08-05 19:28:56
Misty,Espinoza,60.98,362.35,YouTube,2023-10-08 15:47:04
Michelle,Young,25.53,2.35,Twitter,2023-08-25 08:51:08
Brian,Nixon,31.58,464.72,Instagram,2023-12-08 10:50:07
Erik,Sharp,53.6,298.36,Twitter,2024-03-31 03:47:27
Courtney,Richards,6.08,60.32,Snapchat,2023-09-19 23:03:56
Crystal,Holden,59.77,154.69,TikTok,2023-07-14 14:51:21
William,Lewis,39.78,113.75,YouTube,2023-09-16 13:37:21
Cheryl,Cantu,10.1,119.58,YouTube,2023-09-08 07:14:26
Kimberly,Campbell,91.5,331.86,Twitter,2023-07-12 08:23:16
Craig,Woodard,35.14,114.94,TikTok,2024-02-10 09:35:39
Lori,Nelson,33.71,93.24,Twitter,2024-04-21 21:32:28
Mark,Cardenas,84.42,413.11,YouTube,2023-08-06 15:58:13
Jamie,Carlson,73.15,179.31,Facebook,2024-02-22 08:56:05
Brandon,Carter,56.92,60.17,TikTok,2024-02-19 14:17:51
Eric,Gutierrez,91.27,213.99,Twitter,2024-03-08 07:29:33
Nicole,Garcia,74.91,52.7,YouTube,2024-05-12 10:15:41
Joshua,Neal,53.59,469.37,Facebook,2023-06-23 15:40:35
Megan,Solomon,40.59,454.08,Instagram,2024-02-15 22:31:10
Thomas,Kent,73.97,367.42,Snapchat,2023-10-19 20:26:05
Kelly,Brown,55.41,414.5,Instagram,2024-02-03 12:01:32
Leah,Hayes,52.27,284.09,Twitter,2023-11-13 23:35:42
John,Sawyer,84.2,304.64,YouTube,2023-11-29 16:43:48
Natalie,Newton,23.1,474.62,TikTok,2023-09-26 02:18:36
Lori,Ryan,80.16,219.32,WhatsApp,2023-11-02 09:33:28
Robert,Villa,56.13,255.85,Facebook,2024-01-30 01:37:27
Anthony,Carson,90.79,230.68,Snapchat,2023-10-20 00:34:47
Mary,Rodriguez,69.65,178.21,Facebook,2023-09-06 20:20:59
Amanda,Williams,89.01,3.01,Facebook,2024-03-26 19:05:03
Sharon,Kelly,64.96,292.18,WhatsApp,2023-06-10 16:49:48
Donald,Bailey,88.46,310.17,Facebook,2024-02-02 21:14:24
Ronald,Mendoza,97.15,279.2,TikTok,2024-03-24 13:26:18
Bruce,Lopez,5.11,148.09,Instagram,2024-03-23 12:40:17
Alison,Dawson,79.22,292.95,Facebook,2023-12-04 16:13:52
Amanda,Baker,39.64,405.12,TikTok,2024-03-12 22:46:10
Traci,Bishop,70.44,451.92,Snapchat,2023-08-12 05:22:31
Eugene,Bennett,92.72,286.35,YouTube,2023-11-18 15:25:34
Isaiah,Morton,10.99,32.4,Facebook,2023-12-11 15:24:08
Karen,Daniels,60.65,405.97,YouTube,2023-06-01 15:30:12
Brandi,Reynolds,33.79,469.12,WhatsApp,2023-06-19 10:55:42
Ruben,Rogers,32.95,407.6,TikTok,2024-02-10 11:53:23
Michael,Hernandez,27.38,245.54,Facebook,2024-03-28 00:12:39
Karen,Bautista,27.82,218.07,YouTube,2024-01-06 00:20:51
Melody,Ibarra,1.73,6.05,YouTube,2024-03-07 08:37:24
Latoya,Martin,17.48,419.6,YouTube,2023-12-29 01:40:46
Stephanie,Brown,55.86,288.33,Snapchat,2023-11-23 04:44:22
Brian,Reyes,51.15,263.96,Facebook,2023-10-29 23:06:18
Justin,Barton,73.88,337.87,YouTube,2024-01-04 19:13:12
Angela,Hendricks,77.82,435.58,TikTok,2024-03-05 07:37:18
Jennifer,Ruiz,29.3,394.23,TikTok,2023-09-26 07:46:31
Evan,Rodriguez,73.63,175.92,WhatsApp,2024-01-08 12:01:31
Donald,Cole,10.14,160.57,Facebook,2023-06-18 16:30:18
April,Smith,5.77,433.7,Twitter,2024-01-26 06:20:54
Jeremy,Weiss,61.08,351.27,Twitter,2024-05-10 06:17:23
Glenn,Flores,11.81,205.49,Instagram,2024-02-21 08:19:16
Sabrina,Walls,31.59,123.7,Facebook,2024-01-09 21:50:18
Alicia,Lloyd,98.67,28.25,Facebook,2024-04-01 19:34:21
Megan,Crane,30.3,487.92,TikTok,2023-10-25 08:56:28
Deborah,Hayes,37.07,52.45,Snapchat,2024-04-05 15:37:08
Ashley,Smith,86.9,229.71,Facebook,2023-09-11 07:42:37
Matthew,Burton,52.45,116.45,Twitter,2023-08-23 02:00:58
Adam,Ashley,58.82,362.41,Facebook,2023-11-23 00:43:31
Samuel,Long,70.77,103.33,Facebook,2023-07-01 13:04:47
Crystal,Cordova,28.26,407.41,WhatsApp,2023-06-16 04:40:40
Danielle,Gentry,62.52,415.36,Instagram,2024-02-20 15:13:42
Joseph,Mccarty,31.93,254.79,WhatsApp,2024-01-31 09:45:19
Amy,Smith,60.3,480.86,Facebook,2023-09-25 22:24:46
Krystal,Stevens,0.43,154.48,Facebook,2023-08-01 16:19:24
Leslie,Johnson,88.67,258.55,TikTok,2024-02-18 12:16:10
Clarence,Hinton,32.53,310.64,YouTube,2024-05-19 12:16:40
Amanda,Hodges,80.39,484.09,Instagram,2023-11-10 10:54:23
Crystal,Frank,5.51,214.79,Instagram,2024-01-09 04:27:11
Nicole,Cortez,53.03,487.1,Snapchat,2024-01-14 08:39:46
Taylor,Spence,99.78,471.75,YouTube,2023-10-16 07:37:16
David,Griffin,89.44,172.47,TikTok,2023-08-20 21:55:36
Francisco,Gomez,85.32,486.25,Facebook,2023-11-23 14:52:59
Omar,Miller,6.19,216.5,Twitter,2023-05-30 08:28:23
Alan,Johnson,59.32,18.09,Snapchat,2023-06-12 10:21:02
Emily,Harrison,44.34,145.64,YouTube,2024-03-29 08:19:09
Derek,Schmitt,38.25,140.34,Facebook,2023-12-19 15:43:30
Grace,Tucker,4.88,274.9,Snapchat,2023-07-15 17:45:54
Donna,Hubbard,71.67,181.4,TikTok,2023-09-15 08:49:46
Michelle,Johnson,97.64,278.85,YouTube,2023-09-22 08:42:02
Victoria,Martin,27.78,136.58,YouTube,2024-05-12 08:50:12
Abigail,Yu,56.82,374.37,Snapchat,2023-08-26 11:48:14
Christopher,Sanchez,23.69,296.71,Twitter,2023-10-14 06:56:29
Carl,Martin,3.29,369.23,Twitter,2023-06-02 07:46:32
Wesley,Lewis,8.05,262.85,Facebook,2023-10-15 21:18:07
Robert,Johnson,5.69,313.94,Snapchat,2023-12-03 03:58:23
Ronald,Michael,85.61,341.42,WhatsApp,2024-01-05 15:42:38
William,Nichols,82.1,390.16,Instagram,2024-01-23 07:42:38
Madison,Jacobs,76.46,427.4,Snapchat,2024-05-21 05:43:31
