First Name,Last Name,Network Provider,Total Data (GB),Age
Patrick,Walker,T-Mobile,2.98241,96
Kristen,Simmons,AT&T,7.517874,62
Shirley,Miller,Sprint,6.465564,46
Susan,Davis,T-Mobile,6.708788,18
Douglas,Tanner,T-Mobile,9.449982,67
Teresa,Hall,Verizon,7.362046,73
Paul,Kim,T-Mobile,9.889899,34
Robert,Jones,AT&T,9.137131,29
Robert,Dunlap,Sprint,9.112547,26
Travis,Harris,Sprint,6.830096,51
Daniel,Sandoval,T-Mobile,7.892865,99
Kayla,Larson,Verizon,6.948233,42
Brian,Strong,Sprint,7.752456,28
Tammy,Padilla,Sprint,4.074117,20
Krystal,Phillips,AT&T,9.20211,18
Carol,Allen,Sprint,1.536338,43
Patrick,Lynch,Verizon,3.729734,74
Guy,Gonzalez,T-Mobile,4.306449,44
Carrie,Miller,Sprint,9.250341,59
Mary,Kane,Verizon,4.650165,84
Stacey,Williams,Sprint,4.059508,78
Sarah,White,AT&T,8.734386,18
Cassandra,Salinas,AT&T,3.430114,78
Victor,Smith,Verizon,3.038686,41
Kathleen,Wilson,Verizon,6.722108,97
Christopher,Bowen,Verizon,4.245778,32
Elizabeth,Lambert,T-Mobile,8.276522,29
James,Greene,Verizon,6.798576,89
Kathleen,Sandoval,Sprint,1.883896,84
Beth,Poole,T-Mobile,9.727926,75
Roberto,Campbell,AT&T,8.758293,70
Gina,Jones,AT&T,5.810416,90
Stephanie,Martin,AT&T,8.431542,29
Gwendolyn,Walker,AT&T,9.93689,62
Daryl,Martin,Sprint,6.071003,87
Justin,Peterson,Sprint,5.922237,81
Samuel,Harrison,Sprint,0.815036,43
Christopher,Flores,Verizon,3.047418,63
Elizabeth,Howard,T-Mobile,6.985455,27
Vincent,Ray,Verizon,1.868554,80
Scott,Palmer,Sprint,7.379793,38
Lindsey,Pennington,Verizon,5.059267,44
Mark,Brown,Verizon,2.681387,90
Jessica,Williams,AT&T,3.791707,44
Evelyn,Combs,AT&T,6.39659,95
Melissa,Holland,Sprint,9.942833,44
Jessica,Mercado,T-Mobile,5.601064,58
Michelle,Perez,AT&T,9.599052,28
Amber,Stephens,T-Mobile,1.830051,30
Bryan,Snow,T-Mobile,0.572775,82
Adam,Gentry,AT&T,6.761517,21
Christopher,Conner,Verizon,3.191092,58
Jessica,Oconnor,Verizon,4.218336,26
John,Hernandez,AT&T,7.599072,88
Jasmine,Benjamin,AT&T,1.105077,53
Stacy,Mann,Verizon,1.370281,35
Chad,Silva,Verizon,7.507752,69
Raymond,Mcclain,Sprint,4.311978,22
Mary,Ramirez,Sprint,2.125418,93
Emily,Riley,AT&T,6.732789,81
Mary,Morgan,T-Mobile,0.546447,33
Gabriella,Leonard,Sprint,7.131044,51
William,Hendricks,AT&T,9.532467,70
Susan,Stuart,Sprint,4.545616,35
Miranda,Reid,Sprint,7.057626,56
Christina,Jimenez,Sprint,5.503288,38
Isaac,Ryan,T-Mobile,3.494369,73
Jennifer,Palmer,Sprint,2.473685,18
Dominique,Roach,Verizon,8.026762,98
Summer,Douglas,T-Mobile,9.718688,92
Michael,Jones,AT&T,6.142453,74
Cheryl,Castaneda,T-Mobile,2.18022,21
Cynthia,Hopkins,Verizon,7.278965,44
James,Spears,Sprint,7.463816,48
Abigail,Crane,Sprint,3.095731,59
Joel,Small,T-Mobile,9.847636,92
Tony,Wilson,T-Mobile,1.486589,40
Richard,Mendoza,Verizon,2.080105,75
Marco,Berg,T-Mobile,3.089362,77
Jonathan,Riley,T-Mobile,0.989238,78
Tina,Ford,AT&T,0.699057,32
Matthew,Rosales,Verizon,4.214265,53
Veronica,Carter,Verizon,0.619321,95
Nicolas,Ward,Verizon,1.545812,80
Robert,Huang,T-Mobile,2.812163,84
Alexandria,White,Verizon,1.732093,78
Jimmy,Sheppard,T-Mobile,1.476947,30
Nancy,Munoz,Sprint,7.137233,56
Cody,Bartlett,Sprint,9.968858,70
Drew,Mcgee,Verizon,2.289313,20
Wesley,Wood,Sprint,1.600366,95
Nicole,Mccarthy,T-Mobile,8.79798,97
Jennifer,Young,AT&T,5.437198,71
Alison,Roman,T-Mobile,8.108778,60
Angel,Mills,Verizon,1.517548,31
Kevin,Moore,AT&T,3.051209,62
Destiny,Palmer,Sprint,9.774197,92
Marc,Myers,T-Mobile,2.809249,21
Joel,Douglas,Sprint,7.446726,98
Anthony,Mcintosh,Sprint,7.900319,69
Jerry,Mathews,AT&T,3.042875,71
Bethany,Zhang,T-Mobile,9.082075,67
Jillian,Gardner,T-Mobile,4.718375,59
April,Lawson,Sprint,2.617746,90
John,Mitchell,Verizon,4.513332,56
Lauren,Murray,Sprint,0.906623,60
Bryce,Phillips,Verizon,7.552352,63
Calvin,Schmidt,T-Mobile,4.700904,99
Cheryl,Nolan,T-Mobile,9.524898,34
Judith,Dean,T-Mobile,7.212547,94
Kelly,Coleman,Verizon,5.238163,70
Brandon,Rodriguez,AT&T,2.801913,40
Donna,Carter,Verizon,9.022474,40
Alexandra,Cantu,Sprint,7.81583,78
Jennifer,White,Sprint,5.548421,92
Shane,Ballard,Verizon,3.82305,62
Rodney,Walker,T-Mobile,6.166395,78
John,Kirby,AT&T,2.685053,74
David,Graves,T-Mobile,3.637623,54
John,Ross,Sprint,2.197625,26
Denise,Weeks,Verizon,4.187341,73
Nicole,Roberts,AT&T,5.329659,80
Zachary,Harris,AT&T,4.574916,42
Paul,Crawford,Sprint,0.891553,67
Tanya,Webster,Verizon,9.493539,77
Regina,Coleman,Verizon,2.215504,22
Colleen,Mendoza,Sprint,6.57471,80
Vanessa,Valencia,Sprint,5.138095,22
James,Johnston,T-Mobile,5.941888,61
Mary,Johnson,Verizon,9.386434,44
Janet,Yang,T-Mobile,6.184186,27
Laura,Fleming,Sprint,2.560175,55
Misty,Brown,T-Mobile,7.919454,97
Billy,Thomas,T-Mobile,3.718085,30
Nathan,Massey,T-Mobile,5.23826,32
Laura,Morales,Sprint,6.435915,80
Amy,Rose,Sprint,9.382384,23
Christy,Stein,T-Mobile,2.282229,42
Melissa,Dixon,Verizon,9.595329,19
Gerald,Avery,AT&T,8.576453,70
Ashley,Taylor,AT&T,5.293811,70
Stacey,Bates,AT&T,0.569384,34
Alexandra,Glass,Sprint,3.397496,46
Gary,Quinn,Sprint,8.123219,37
Gloria,Clark,AT&T,6.892285,97
Michael,Campbell,Sprint,8.065984,77
Robin,Sheppard,Verizon,8.641967,90
Johnny,Valdez,Sprint,3.300134,51
William,Chang,Sprint,4.211218,50
Claire,Mckee,Verizon,7.350486,87
Nathan,Palmer,Sprint,7.446179,33
Scott,Brown,Verizon,3.489724,52
Jennifer,Meyer,T-Mobile,5.629478,90
Emma,Parrish,T-Mobile,3.971034,44
Brandon,Weiss,Verizon,1.851378,75
Patricia,Lee,Sprint,6.213064,86
Rhonda,Li,Sprint,3.372339,38
Rebecca,Robles,T-Mobile,9.413101,93
Jeffrey,Hamilton,Sprint,8.070927,28
Kenneth,Walker,Sprint,4.776372,87
Tristan,Roberson,Sprint,9.194951,83
Jeffrey,Miller,T-Mobile,5.383052,90
Erica,Ayers,AT&T,1.095608,69
Sean,Ortega,Verizon,8.994908,64
Randy,Miller,T-Mobile,2.830924,67
Kelly,Martin,Verizon,4.09816,21
Patricia,Leonard,T-Mobile,6.65063,23
Daisy,Moore,Sprint,4.377784,71
Samantha,Vasquez,Sprint,8.31517,18
Cory,Lawrence,Verizon,9.712756,27
Crystal,Mitchell,Verizon,9.149952,50
Brenda,Barker,T-Mobile,3.764167,66
Mark,Payne,Sprint,4.100068,26
Jacob,Smith,AT&T,3.338517,59
Gabriella,Haas,AT&T,5.670643,47
Roberto,Ruiz,T-Mobile,8.420814,51
Denise,Ward,Verizon,7.359446,96
Thomas,Stewart,Sprint,1.430613,95
Lisa,Johnson,AT&T,0.529139,87
Yolanda,Smith,Sprint,0.998755,42
Lori,Friedman,Verizon,8.169881,21
Harry,Garcia,AT&T,3.347196,72
Billy,Williams,AT&T,6.766042,58
Keith,Hawkins,AT&T,5.633947,59
Amy,Fuller,AT&T,4.833809,22
Larry,Lucero,Verizon,0.940747,51
Martin,Vega,T-Mobile,9.386831,29
Kathleen,Phillips,AT&T,9.066229,30
Tiffany,Sanchez,AT&T,6.417211,32
Molly,Strickland,Verizon,0.805434,100
Rodney,Russell,Sprint,4.331918,97
Christopher,Chapman,T-Mobile,5.366547,100
Bryan,Thomas,T-Mobile,4.090444,21
Martin,Schmidt,T-Mobile,0.613121,34
Leah,Brown,T-Mobile,1.845784,33
Vanessa,Jones,T-Mobile,8.798752,44
Stephanie,Richardson,Sprint,5.372556,21
Raymond,Sanchez,Verizon,4.125567,18
John,Ortega,T-Mobile,3.303508,41
Michelle,Matthews,Sprint,2.149646,63
Ashley,Ali,AT&T,8.691074,31
April,Jackson,Sprint,6.15377,99
Nicole,Tucker,Sprint,4.680615,62
Christine,Warren,AT&T,7.433649,75
Cory,Adams,Sprint,1.544215,27
Joseph,Lowe,T-Mobile,3.50255,36
Amy,Anderson,T-Mobile,7.189931,86
Jimmy,Shields,T-Mobile,6.558281,27
Donna,Daniels,T-Mobile,4.247298,75
Julia,Morton,Sprint,0.682068,28
Catherine,Benton,T-Mobile,7.95933,42
Steve,Hammond,Sprint,9.749001,78
William,Hughes,Sprint,2.011992,46
Joyce,Stevens,Sprint,7.209913,28
Donna,Leach,Sprint,3.102717,83
Brandy,Gregory,Sprint,7.999817,52
Christopher,Cook,Sprint,9.726203,27
Danielle,Cummings,AT&T,8.893854,57
Megan,Johnson,AT&T,2.470101,67
Patrick,Prince,AT&T,2.321179,20
Jacqueline,Coleman,AT&T,4.495267,82
Nicole,Gutierrez,Verizon,3.222163,68
Alan,Lawrence,AT&T,3.69185,57
Jeffrey,Jackson,AT&T,5.464185,85
Mark,Henderson,T-Mobile,8.570983,65
Rodney,Huerta,Sprint,5.621564,59
Kathleen,Harrison,Verizon,4.691256,33
Laura,Estrada,AT&T,4.495919,78
Matthew,Torres,Sprint,7.415669,21
Ashley,Hernandez,T-Mobile,3.370865,41
Robert,Christensen,Verizon,7.109493,44
Roberto,Walters,Verizon,3.523296,94
Mary,Orozco,Verizon,7.020234,92
Karen,Flowers,AT&T,8.45135,100
Tiffany,Haas,T-Mobile,9.351003,59
Robert,Walsh,T-Mobile,3.347376,49
Douglas,Marquez,T-Mobile,2.521281,78
Charles,Parker,AT&T,3.171076,62
Mark,Villanueva,AT&T,3.827393,71
Michelle,Nixon,Verizon,8.947339,66
Alan,Sanders,Sprint,8.413161,23
Nathan,Payne,Sprint,5.056435,66
Michael,Floyd,Verizon,0.731549,41
Danny,Mendoza,T-Mobile,9.02088,79
Kevin,Parker,AT&T,5.827902,27
Brittany,Sullivan,T-Mobile,5.208393,69
Tara,Morris,AT&T,0.695965,18
Martin,Rios,Verizon,1.398602,27
Marc,Johnson,AT&T,6.758448,54
Justin,Alvarado,AT&T,2.405283,93
Bradley,Brown,T-Mobile,9.365489,35
Erica,Murphy,Verizon,4.046771,20
Andrew,Ho,Sprint,5.940767,69
Lori,Valenzuela,Verizon,9.927967,29
Brendan,Drake,Verizon,7.864235,41
Ronald,Williams,AT&T,8.899999,53
Andres,Ortiz,T-Mobile,5.922243,27
Kristi,Sanchez,Verizon,7.027155,97
Laura,Clark,T-Mobile,2.433942,91
Edward,Sanchez,Sprint,6.14129,85
Brian,Diaz,Verizon,3.622057,92
Rickey,Harrison,AT&T,7.947311,81
Eric,Carter,AT&T,5.65902,23
James,King,T-Mobile,9.480006,98
Michael,Roth,Verizon,1.824402,66
Ryan,Hanson,Sprint,8.035599,33
Kevin,Sparks,AT&T,5.143358,90
Debbie,Bradley,T-Mobile,5.884635,54
James,Allen,AT&T,9.14646,100
Frank,Vargas,AT&T,6.101589,50
Dustin,Kim,Sprint,8.903219,25
Alyssa,Cline,T-Mobile,7.807017,73
Regina,Gonzalez,T-Mobile,6.182425,94
Robert,Wilkins,T-Mobile,4.200731,77
Vanessa,Nelson,Sprint,9.58083,89
Julia,Campbell,Sprint,1.308303,90
Steven,Stokes,AT&T,4.25337,22
Rebecca,Moore,Sprint,1.315132,18
Andrea,Contreras,Verizon,8.289907,59
Anthony,Rogers,Verizon,1.059974,99
Heather,Mcguire,AT&T,6.200526,71
Amy,Greene,Verizon,5.633012,76
Alex,Bruce,AT&T,2.168153,45
Madison,Miranda,T-Mobile,7.353116,39
William,Patterson,T-Mobile,1.123505,28
Robert,Hansen,Sprint,8.734206,87
Jared,Brown,AT&T,5.607141,31
Laura,Brewer,T-Mobile,5.667637,82
Kellie,Smith,T-Mobile,3.962087,20
Paul,Callahan,Verizon,6.993999,67
Chad,Smith,Verizon,8.15227,78
Scott,Smith,Verizon,8.232175,18
Brandon,Pierce,Verizon,8.672616,77
Caitlin,Levy,T-Mobile,1.992451,76
Lisa,Stewart,AT&T,9.678129,87
Frank,Bryan,T-Mobile,5.833371,84
Margaret,Larson,Verizon,7.933412,72
Stephanie,Cordova,Verizon,7.204765,67
Jennifer,Huang,Sprint,8.48252,79
Rachel,Howell,Sprint,5.417032,38
James,Burke,Sprint,8.068786,82
Christopher,Phillips,AT&T,6.141415,35
Jackie,Rollins,Sprint,6.685719,71
Arthur,Hernandez,T-Mobile,1.076221,90
Tammy,Novak,Verizon,3.256015,83
Mary,Foster,Verizon,5.639282,39
Yvonne,Navarro,AT&T,7.311308,44
Meagan,Randall,Sprint,7.472465,23
Paul,Richardson,Verizon,9.573825,31
Jack,Chandler,Verizon,0.998269,19
Eric,Flynn,Verizon,1.97037,100
Aaron,Sharp,T-Mobile,2.370068,72
Edward,Rodriguez,T-Mobile,1.427447,100
John,Martin,AT&T,9.427978,33
Virginia,Gaines,Sprint,0.615041,63
Steven,Reed,Verizon,0.900266,57
Amanda,Stone,Sprint,9.107897,58
Michael,Cox,Verizon,3.691542,97
Hailey,Rodriguez,AT&T,8.125144,30
Dustin,Burgess,Verizon,0.612932,24
George,Doyle,T-Mobile,4.425413,36
Stephen,Doyle,AT&T,2.482737,86
James,Morris,Sprint,8.160082,69
Katherine,Smith,Verizon,9.554493,43
Cheryl,Williams,Sprint,1.607317,29
Kaitlyn,Peterson,Verizon,1.660617,60
Timothy,Smith,Verizon,1.073282,89
Michael,Lopez,T-Mobile,8.674752,60
Shannon,Parsons,T-Mobile,7.705415,40
Charles,Fitzgerald,Sprint,5.812953,69
Cameron,Roberts,AT&T,5.269397,38
Aaron,Beard,AT&T,3.492811,64
Kathryn,Pratt,Sprint,4.156237,81
Aimee,Robinson,AT&T,8.859325,31
Larry,Tran,Verizon,2.513564,29
Keith,Dickerson,Sprint,5.236524,27
Thomas,Campbell,AT&T,8.203204,22
John,Smith,Sprint,6.672318,40
Robert,Dean,AT&T,1.554328,87
Jocelyn,Davila,Verizon,3.150537,56
Sarah,Martin,Verizon,6.366867,59
Melinda,Soto,T-Mobile,6.666722,31
Hannah,Robinson,AT&T,2.461545,73
Andrew,Horne,Sprint,9.100978,61
Cory,Brooks,Sprint,6.542482,48
Autumn,Fletcher,Sprint,4.23173,38
Jamie,Booth,T-Mobile,5.40515,24
Jennifer,Mccarthy,AT&T,3.719665,86
Jennifer,Adams,Verizon,1.753809,93
David,Hanna,T-Mobile,4.539687,36
Philip,Webb,Verizon,7.132098,82
Glenn,Rivas,Verizon,6.907924,21
Timothy,Mckay,AT&T,2.629328,21
Brandon,Sanchez,AT&T,8.383069,82
Jill,Conway,Verizon,9.527763,41
Roy,Avila,AT&T,3.299902,30
Dennis,Parrish,Verizon,6.737741,81
Victoria,Ward,Verizon,0.775401,36
Kendra,Gonzalez,AT&T,9.342097,62
James,Mcintyre,Sprint,8.932161,58
Don,Watkins,T-Mobile,0.582961,40
William,Simpson,T-Mobile,8.160177,80
Amanda,Moran,Sprint,8.956083,68
John,Jones,AT&T,7.705892,23
Eileen,Green,Verizon,2.977724,18
Heidi,Serrano,Verizon,2.439676,47
Tina,Washington,Verizon,3.379123,57
Donna,Archer,AT&T,3.636437,75
Ashley,Rogers,T-Mobile,8.140308,23
Stephanie,Sharp,AT&T,7.529539,60
Whitney,Roy,Verizon,2.70627,33
Mark,Obrien,Verizon,6.107741,81
Kimberly,Stuart,AT&T,5.816389,26
Sharon,Vazquez,AT&T,2.782661,30
Rebecca,Ball,Verizon,9.139276,79
Jose,Hobbs,Verizon,8.090368,69
Bonnie,Hoffman,Sprint,6.714735,66
Denise,Garza,Sprint,5.732329,31
Sharon,Wong,T-Mobile,0.750994,79
Jennifer,Miller,Verizon,6.970402,70
Laura,Welch,AT&T,2.575782,51
Alexandra,Gonzalez,Sprint,4.632695,98
Todd,Martinez,T-Mobile,3.325915,99
Crystal,Flowers,Sprint,3.736687,99
Amanda,Ingram,AT&T,5.713626,57
Stacey,Hooper,T-Mobile,8.4909,44
Dennis,Johnson,T-Mobile,9.626804,18
Barbara,Nunez,T-Mobile,5.748195,29
Nicole,Yang,T-Mobile,7.161941,73
Rebecca,Olsen,Verizon,8.391289,18
Kevin,Mccarthy,Verizon,9.885041,34
Claire,Stokes,Sprint,9.857554,93
Harold,Murphy,Verizon,5.592481,66
Jennifer,Zhang,AT&T,2.633109,77
Christopher,Powell,Verizon,5.247225,62
Darren,Horton,AT&T,4.047851,76
Brandi,Neal,Verizon,4.785221,94
Michael,Martinez,Verizon,2.938542,54
Eric,Peterson,Sprint,1.156019,21
Erik,Harris,AT&T,4.642186,100
Lauren,Baird,Verizon,5.711384,74
Elizabeth,Vazquez,Verizon,6.528914,51
Erica,Garcia,AT&T,7.015041,66
Victor,Davis,Verizon,5.433532,29
Emily,Todd,Verizon,5.030564,34
Bryan,Meyer,AT&T,7.643162,76
Cynthia,Arroyo,Verizon,0.992142,94
Gary,Wiley,Sprint,8.326418,33
Vanessa,Bradley,T-Mobile,8.507513,84
Derrick,Garza,T-Mobile,2.099019,20
John,Dixon,Verizon,7.513771,75
Joshua,Johnson,AT&T,5.643748,23
Christopher,Davidson,AT&T,2.463873,98
Sara,Jones,AT&T,8.118486,58
Angela,Bennett,Sprint,1.026633,36
Gregory,Guerrero,T-Mobile,1.896702,69
Colin,Cobb,Sprint,2.346696,30
Joshua,Davis,Sprint,8.120852,78
John,Miller,Verizon,5.73796,94
Michael,Curtis,Sprint,5.356621,82
Maria,Smith,T-Mobile,4.647899,89
Logan,Mendoza,AT&T,8.917971,50
Jennifer,Walker,T-Mobile,2.236769,43
Jennifer,Thomas,T-Mobile,4.569454,40
Linda,Weeks,Verizon,4.044441,51
Thomas,Figueroa,AT&T,8.719698,50
Michael,May,Sprint,1.660421,62
Charles,Frank,Sprint,6.803032,30
Jennifer,Weber,Sprint,1.412866,57
Adrian,Strickland,Sprint,9.454326,82
Karen,Klein,Sprint,6.031849,22
Sheila,Neal,Verizon,2.355469,29
Gary,Wade,T-Mobile,3.844837,68
Danny,Brown,T-Mobile,7.667383,57
Sara,Moore,Sprint,8.787306,19
Kevin,Jones,Verizon,0.810363,31
Paul,Price,Sprint,7.861013,20
Daniel,Russell,AT&T,9.651653,97
Jennifer,Johns,Verizon,5.457856,41
Stephanie,Garcia,AT&T,2.674046,26
Daniel,Dean,T-Mobile,2.982867,100
Nicholas,Smith,AT&T,5.918574,39
Albert,Reilly,T-Mobile,4.507953,47
Paula,Hopkins,T-Mobile,5.917206,67
Gerald,Hernandez,Verizon,1.066355,40
Joan,Scott,Sprint,4.490752,41
James,Rowe,AT&T,3.344788,49
Ashley,Pena,AT&T,6.334236,28
William,Robinson,T-Mobile,4.283034,89
Kyle,Curtis,Sprint,5.573804,56
James,Robertson,Verizon,7.445185,74
Meredith,Scott,AT&T,2.360087,60
Jennifer,Hopkins,Sprint,6.399217,47
Jason,Mills,Sprint,2.003394,52
Carlos,Randall,T-Mobile,1.514119,83
Peter,Washington,Verizon,4.237283,34
Molly,King,Verizon,3.174779,75
Melanie,Bauer,T-Mobile,3.840796,63
Tracy,Oliver,Sprint,5.721456,68
Vincent,Williams,Sprint,9.051846,47
James,Wood,AT&T,7.671684,63
Crystal,Hopkins,Verizon,8.488969,35
David,Whitney,Verizon,3.789187,61
Joe,Vincent,Sprint,0.585225,46
Jennifer,Hensley,Sprint,9.58868,91
Jerry,Buckley,Verizon,5.64118,93
Christina,Carr,Sprint,7.81035,78
Melanie,West,T-Mobile,7.313513,54
Andrew,Fox,T-Mobile,9.636437,55
Ashley,Weaver,Verizon,7.956807,23
Sarah,Hughes,Verizon,8.787946,57
Sarah,Morris,T-Mobile,8.091873,39
Jeremy,Chavez,Verizon,4.318932,92
Linda,Little,Sprint,4.617923,55
Donald,Love,AT&T,5.930628,30
Matthew,Reyes,Sprint,0.664877,89
Christine,Crawford,T-Mobile,1.727898,64
Melissa,Gutierrez,AT&T,4.226472,39
Anthony,Wright,AT&T,2.308853,37
Jeffrey,Ford,Verizon,1.525108,39
Angela,Baxter,Verizon,3.720131,96
Samantha,Lawson,Verizon,9.432985,27
Bonnie,Grant,Sprint,0.913714,29
Austin,Christian,Sprint,9.964834,43
Samuel,Patel,AT&T,7.562698,92
Jennifer,Andrade,AT&T,0.646884,39
Mark,Hicks,Verizon,4.05195,71
Penny,Richardson,Verizon,0.684677,45
Donald,Dougherty,Verizon,1.073231,92
Joseph,Lopez,Verizon,1.993478,51
Ashley,Sellers,T-Mobile,5.426692,46
Monica,Beasley,Sprint,6.842352,80
Donna,Valenzuela,Sprint,7.289271,79
Angela,Butler,AT&T,8.272946,84
Pamela,Johnson,T-Mobile,4.919822,19
Raymond,Walker,Sprint,6.701685,73
Ronald,Martinez,AT&T,6.831507,85
Kyle,Castillo,T-Mobile,2.186286,26
Wendy,Thomas,AT&T,4.830125,76
Stephen,Carr,Sprint,7.928361,65
Cassandra,Holden,Verizon,2.426348,28
Christopher,Young,Verizon,7.355167,36
Matthew,Bailey,T-Mobile,0.597916,85
Carrie,Calderon,Verizon,1.427298,54
Adam,Jordan,Verizon,3.13923,68
Rebekah,Miller,Sprint,9.35657,100
Sharon,Collins,T-Mobile,1.84516,64
Cathy,Nielsen,Sprint,3.134918,53
Amanda,Williams,Sprint,3.677205,96
Alexander,Rose,Verizon,6.503608,82
Ricardo,Marsh,Sprint,3.104579,99
Rhonda,Guerrero,AT&T,6.084446,96
Kevin,Gallegos,T-Mobile,9.689439,39
Jill,Potts,T-Mobile,2.287343,68
Kara,Walker,Verizon,5.407654,42
Robert,Nelson,T-Mobile,3.77152,96
James,Johnson,Sprint,9.738758,65
April,Bauer,Verizon,4.089043,24
Danielle,Pearson,Verizon,0.878318,41
Jonathan,Smith,Sprint,4.217705,27
Nicholas,Avery,Verizon,1.754944,59
Jeremy,Johnson,AT&T,8.3956,51
Daniel,Petty,AT&T,1.471582,31
Robin,Schneider,T-Mobile,2.999103,56
Jennifer,Graham,Verizon,1.523342,77
Melissa,York,Sprint,2.033112,88
Vicki,Williams,Sprint,1.615693,72
Paula,Case,AT&T,4.896315,48
Rebecca,Clark,Sprint,0.932048,67
Anthony,Mayer,Sprint,9.770758,52
James,Jacobs,Verizon,5.981829,89
Timothy,Russell,Sprint,7.401758,59
John,Ruiz,AT&T,0.636062,33
Claudia,Perez,T-Mobile,7.863751,51
David,Barber,Verizon,8.84106,35
Megan,Thomas,Verizon,8.653608,96
John,Bates,Verizon,3.242267,93
Rebecca,Morales,Verizon,9.617755,33
Terri,Duncan,Sprint,9.581029,91
Erica,Reed,Verizon,6.246278,85
Peter,Davenport,Verizon,9.663545,53
Kelli,Washington,AT&T,0.769647,31
Amy,Ruiz,AT&T,0.718301,66
Todd,Morris,Verizon,6.650514,61
Gwendolyn,Chapman,T-Mobile,1.67403,25
Shane,Reeves,Verizon,2.652779,60
Cole,Berg,Sprint,5.287988,52
Kristin,Murray,AT&T,8.88577,80
Whitney,George,AT&T,4.04102,84
Brian,Russell,T-Mobile,5.725585,87
Tammy,Ferguson,T-Mobile,9.367683,38
Breanna,Perez,AT&T,8.588586,72
Corey,Carrillo,Sprint,4.722241,88
Melissa,Jones,AT&T,7.579291,22
Kevin,Martinez,Sprint,8.618121,92
Patrick,Bauer,AT&T,6.55671,98
Cheyenne,Lopez,AT&T,1.770191,20
Cody,Koch,Verizon,6.419444,18
Michael,Davis,Verizon,2.879182,73
Stephen,Porter,Verizon,6.787126,49
Alexander,Shannon,Verizon,8.371772,22
Cole,Walker,T-Mobile,7.058172,28
Danny,Morton,Sprint,1.523718,98
Brooke,Sandoval,T-Mobile,1.340316,39
Andrea,Bush,AT&T,8.594695,44
Kristin,Ford,AT&T,4.497795,63
Rachael,Johnson,Verizon,6.183488,23
Aaron,Clark,Verizon,6.269343,36
Denise,Hunt,Verizon,0.915701,89
John,Bell,Verizon,9.006455,84
Robert,King,Verizon,6.556887,85
Jennifer,Ryan,Sprint,3.834057,19
Mathew,Walker,AT&T,1.24874,47
Lisa,Williams,Sprint,8.085179,96
Aaron,Melton,AT&T,5.231587,35
Brenda,Watts,Sprint,2.938034,44
Stacy,Hall,Sprint,8.643676,34
Carl,Berry,Verizon,3.83486,31
Julie,Williams,Sprint,1.206437,100
Eric,Price,AT&T,3.624724,89
Maria,Bennett,Verizon,4.396881,70
Karen,Cohen,T-Mobile,3.259254,28
Kimberly,Sawyer,Sprint,5.455366,67
Angela,Villa,T-Mobile,6.600862,94
Kellie,Richardson,Verizon,2.023499,40
Anthony,Garner,AT&T,5.210272,39
Stacy,Garcia,Verizon,9.745326,42
Angel,Christensen,T-Mobile,9.973851,81
Pamela,Taylor,T-Mobile,7.912804,81
Nicholas,Brooks,AT&T,4.981991,69
David,Miller,T-Mobile,5.249339,21
Kristy,Ochoa,AT&T,2.424197,65
Kaylee,Reynolds,Sprint,7.140174,38
Elizabeth,Jackson,Verizon,4.549046,95
Justin,Bailey,AT&T,5.775404,79
Dana,Meyer,Verizon,4.748855,43
James,Watson,T-Mobile,9.417405,24
Becky,Hoffman,AT&T,9.174503,23
Kimberly,Perez,T-Mobile,9.002458,30
Eric,Petty,T-Mobile,4.328187,64
Melissa,Davis,AT&T,9.999813,48
Makayla,Gonzalez,Verizon,9.975208,59
Derek,Morgan,T-Mobile,7.201123,18
Elizabeth,Copeland,AT&T,1.639757,81
Regina,Brown,AT&T,3.046059,43
Jessica,Anderson,T-Mobile,3.253964,42
Diane,Allen,T-Mobile,9.387857,73
James,Turner,AT&T,1.756667,64
Kyle,Mendoza,AT&T,2.238645,82
Ryan,Mayer,Sprint,7.956863,25
Justin,Andersen,AT&T,0.521459,91
Kathryn,Thornton,Verizon,6.026024,67
Jorge,Castro,T-Mobile,4.787956,29
Mark,Wolf,Sprint,5.818981,37
Jennifer,Griffin,T-Mobile,3.137988,57
Nicole,Medina,Sprint,8.960713,31
Marcus,Lee,T-Mobile,6.195371,96
Matthew,Johnson,Verizon,6.843133,34
Michelle,Chapman,AT&T,4.668523,26
Cameron,Mclean,Verizon,8.001212,100
Bryan,Bartlett,T-Mobile,5.837863,44
Samantha,Hicks,AT&T,7.715445,81
Sherry,Wilson,AT&T,8.541013,39
Nina,Hart,AT&T,8.990158,32
Heather,Best,T-Mobile,5.059963,82
Erica,Phillips,AT&T,5.370211,48
Andrea,Harrison,Verizon,9.796654,86
Kimberly,Glover,T-Mobile,6.983471,65
Melissa,May,Verizon,3.891481,44
Andrew,Jones,T-Mobile,7.678416,91
Adam,Weiss,Sprint,6.174153,58
Cynthia,Berry,Verizon,8.785684,80
Matthew,Smith,Sprint,8.50813,50
Karen,Garcia,Sprint,9.181816,21
Kenneth,Baxter,T-Mobile,7.565843,21
Eric,Mooney,AT&T,7.686777,66
Keith,Thompson,AT&T,9.699275,84
Logan,Garrett,Sprint,1.612365,46
Linda,Fisher,AT&T,5.581192,98
Alexander,Johnson,AT&T,3.590709,95
Mark,Adams,Sprint,2.217807,94
Renee,Lee,Sprint,2.592725,24
